name,"name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj"
18,"ENSMUSG00000041354,207785.815640742,-0.810624496077898,0.0925979162134718,-8.75424123161816,2.05481174191227e-18,1.3148632188510198e-15"
19,"ENSMUSG00000095971,2151.2884444699203,1.3340746151532499,0.153680684347369,8.68082167136765,3.9291979952196894e-18,2.38855946129405e-15"
20,"ENSMUSG00000049291,3445.59072256928,1.15843612179346,0.13767368835609803,8.41436105639248,3.9504220538084605e-17,2.2871062538192e-14"
21,"ENSMUSG00000110915,17129.0470180437,-0.830735671290833,0.10115902936144301,-8.21217519122886,2.17217031422107e-16,1.20042030364999e-13"
22,"ENSMUSG00000088722,2601.64090656201,1.13253268465914,0.13803792062263,8.20450409243174,2.31544632362888e-16,1.2239650609860802e-13"
23,"ENSMUSG00000055027,23377.9816526544,-0.8045412885854151,0.0986122355658914,-8.15863552802057,3.3883038517253897e-16,1.7164582595532199e-13"
24,"ENSMUSG00000088752,10214.9386022673,0.8545646435207559,0.107169901990018,7.97392390636276,1.5371420329999499e-15,7.475429134885379e-13"
25,"ENSMUSG00000091315,11631.778951113201,-0.84319122919188,0.106510309527878,-7.91652219329234,2.4424615778043106e-15,1.14213261011326e-12"
26,"ENSMUSG00000065208,7352.201973618101,0.8774716895679879,0.11223168037996002,7.81839572032877,5.35007788847086e-15,2.40912025807514e-12"
27,"ENSMUSG00000051455,1776.00727495154,1.5220879699032501,0.19490095389884501,7.80954602558395,5.73943368938758e-15,2.49214409984193e-12"
28,"ENSMUSG00000082392,2649.6759521232398,-1.1652994841276798,0.15005431259119,-7.76585133745833,8.109862945760629e-15,3.3999901273985402e-12"
29,"ENSMUSG00000033837,7164.91648693261,0.8659773219494781,0.11173287671608301,7.75042536629529,9.158523544470818e-15,3.71164430845587e-12"
30,"ENSMUSG00000019851,997.3824424231059,-1.52084606408103,0.196865461541051,-7.72530667480188,1.1158437173056199e-14,4.37626706935539e-12"
31,"ENSMUSG00000087344,1157.6523128952,1.44237679403098,0.18770910172261202,7.684106848278769,1.54068041328354e-14,5.853622645219151e-12"
32,"ENSMUSG00000023953,16847.118443210402,0.8579961645927758,0.11187950880976599,7.66893038520276,1.73436529689527e-14,6.38982220595536e-12"
33,"ENSMUSG00000036832,2864.4934523069396,-1.08964080323188,0.142356167894917,-7.65432800942084,1.94325696786722e-14,6.948858298626371e-12"
34,"ENSMUSG00000089129,2747.24911375883,1.03801220603248,0.135897120893046,7.63822073058792,2.2024405125207e-14,7.65064907177907e-12"
35,"ENSMUSG00000113995,975.775809939122,-1.5010096794018,0.19673590999936,-7.62956635322285,2.35544674107086e-14,7.95486707720542e-12"
36,"ENSMUSG00000034829,7641.93749899475,-0.8331913639116479,0.109854857152013,-7.5844745103869995,3.33837289890307e-14,1.09697128932064e-11"
37,"ENSMUSG00000108856,3564.73326859276,0.9640814007717291,0.127360157334499,7.56972526533287,3.74014369502043e-14,1.1966491327383802e-11"
38,"ENSMUSG00000030770,1281.4442350766099,1.56239940879445,0.20920728127927102,7.46818848388359,8.13063281875925e-14,2.53467266180705e-11"
39,"ENSMUSG00000004561,1281.4953397157199,1.29789828105995,0.17447086560526598,7.43905451811302,1.01408469694761e-13,3.0823104363722604e-11"
40,"ENSMUSG00000097911,40813.840201099396,-0.7089075301107719,0.0964927549485293,-7.346743602552481,2.0309391365323102e-13,6.02247756633166e-11"
41,"ENSMUSG00000105031,6270.37059432015,0.835268658144296,0.11443215826207301,7.299247613868849,2.8938133378406704e-13,8.376900609873059e-11"
42,"ENSMUSG00000027200,2574.9861038265803,1.03440068235176,0.14223629158151901,7.272410373262019,3.5312887848395397e-13,9.98451373164632e-11"
43,"ENSMUSG00000102635,2787.94421391886,0.982695137925228,0.13539367842327402,7.25805775697354,3.9268788626058295e-13,1.07514266980439e-10"
44,"ENSMUSG00000024383,2952.1338225393797,0.9731843975678629,0.134116522592597,7.256260293327791,3.97938971386721e-13,1.07514266980439e-10"
45,"ENSMUSG00000117631,1557.59314452581,1.18051977326256,0.16316772011136801,7.235008079152,4.655014260579259e-13,1.2303405082635399e-10"
46,"ENSMUSG00000114862,4550.50912755904,-0.8759724444434359,0.12114979654107001,-7.23049042964329,4.81252906356936e-13,1.24490911393354e-10"
47,"ENSMUSG00000027425,1126.70275546173,1.34434373900377,0.18612497463568603,7.22280146248582,5.0927341217474e-13,1.2899471135876002e-10"
48,"ENSMUSG00000110101,4040.7454799875895,0.8895166643889559,0.12409486835838199,7.16803745518355,7.60804905349083e-13,1.88772776310901e-10"
49,"ENSMUSG00000001143,3126.60902920669,-0.957682652665918,0.13394229482579698,-7.149964497110231,8.680034706579979e-13,2.1106372392519898e-10"
50,"ENSMUSG00000106843,509.474059518083,1.8673653858651498,0.26259042195425897,7.11132329948589,1.14935546850672e-12,2.7399732913930796e-10"
51,"ENSMUSG00000113070,8115.86687433187,-0.7974943413263729,0.11239776974884899,-7.095286170787539,1.29084096160971e-12,3.01808546370208e-10"
52,"ENSMUSG00000019899,3163.50475680917,0.945522880047972,0.133341521468668,7.09098613570379,1.3315968647792401e-12,3.0546329588652797e-10"
53,"ENSMUSG00000033565,2513.6008094356603,-0.9836112765986741,0.139213580861416,-7.06548362963121,1.60057555718355e-12,3.60366622671067e-10"
54,"ENSMUSG00000078877,674.52503279921,1.636052667852,0.23219236594948395,7.0461087777879206,1.8399044108874203e-12,4.06719233228531e-10"
55,"ENSMUSG00000111681,2853.7746978320197,0.9850456042227941,0.139882203946496,7.041965142324799,1.89547253509649e-12,4.1152062645898497e-10"
56,"ENSMUSG00000037393,1952.48301329932,1.1039956461639198,0.157150029376728,7.0251062029226,2.1390348262613103e-12,4.56252375748859e-10"
57,"ENSMUSG00000089695,3893.86267173849,0.879825851761743,0.126540007696925,6.9529460901330395,3.57735424243702e-12,7.40765057507125e-10"
58,"ENSMUSG00000110261,993.1200582163541,1.40528517419327,0.20213353372822895,6.9522614495163095,3.5947638092548397e-12,7.40765057507125e-10"
59,"ENSMUSG00000045876,4871.34975129494,-0.817966287373465,0.118611868672632,-6.89615884588283,5.3427452977027895e-12,1.08261828882451e-09"
60,"ENSMUSG00000105261,9636.59303792465,-0.9010138647847521,0.131326456129582,-6.86087092684286,6.8441983216613796e-12,1.34616232622741e-09"
61,"ENSMUSG00000088478,4189.48083297596,0.9065836392689659,0.132146536867542,6.86044190607647,6.86478567413223e-12,1.34616232622741e-09"
62,"ENSMUSG00000073233,8715.39629357211,0.736970339301091,0.10763694785187,6.84681565214306,7.551192191883089e-12,1.45726023283992e-09"
63,"ENSMUSG00000107370,4207.0090669406,-0.833116195251268,0.12246995916851301,-6.802616747058241,1.0273569813724199e-11,1.9333195966917606e-09"
64,"ENSMUSG00000034220,616.15677027296,1.72928635004417,0.25424163213651,6.801743426173671,1.03360564060672e-11,1.9333195966917606e-09"
65,"ENSMUSG00000103132,9939.768360675269,-0.895205136311499,0.13183970979111803,-6.790102448873959,1.1205394394514301e-11,2.0034586036544897e-09"
66,"ENSMUSG00000031807,1433.7527923001999,1.2612535925372501,0.185747467653006,6.7901522883391,1.12015239599508e-11,2.0034586036544897e-09"
67,"ENSMUSG00000000085,823.027637828194,1.5840996107710401,0.23318848086317398,6.7932155349497405,1.09661354067987e-11,2.0034586036544897e-09"
68,"ENSMUSG00000054957,8669.056479517329,-0.7816641421918901,0.115726465666624,-6.7544112549298,1.4341641817811199e-11,2.5270388582746202e-09"
69,"ENSMUSG00000024033,5145.31973452281,0.8250097940013149,0.12314351448260902,6.69957973400074,2.0901979538762303e-11,3.6156918861559204e-09"
70,"ENSMUSG00000060807,680.397625310509,-1.58584661381623,0.236760703519225,-6.69809892538799,2.1114831708921698e-11,3.6156918861559204e-09"
71,"ENSMUSG00000039633,372.431231163359,-1.9959730835917198,0.298153421581352,-6.69444969977349,2.1648473194757602e-11,3.6555852375258797e-09"
72,"ENSMUSG00000110299,1615.79039349725,1.24499033384219,0.186138341254334,6.6885216954903,2.25436229688746e-11,3.7038563250753708e-09"
73,"ENSMUSG00000027168,980.1538713224941,1.36039198730897,0.20333309373574499,6.690460280297331,2.2246973856275396e-11,3.7038563250753708e-09"
74,"ENSMUSG00000092845,6215.15080060927,0.799164076394172,0.11960080660530198,6.68192881868692,2.3581757142609202e-11,3.8227600445312395e-09"
75,"ENSMUSG00000084478,1162.89527345338,1.54051777919116,0.23078603508186898,6.67509097179419,2.4707885050009102e-11,3.95261140050014e-09"
76,"ENSMUSG00000089839,3467.95197279911,0.9047339194475709,0.135584358401977,6.67284877187116,2.5088489045109e-11,3.96137467286279e-09"
77,"ENSMUSG00000106596,2900.26811640195,0.889091615680702,0.133823394222051,6.64376823536136,3.05763244546354e-11,4.765986573326379e-09"
78,"ENSMUSG00000085049,968.9742332199879,1.3096420813196599,0.19765455715978197,6.62591391839733,3.45106249440956e-11,5.31114149456094e-09"
79,"ENSMUSG00000091931,1948.4688408986103,-0.9894896279502461,0.15021270290300398,-6.5872566622357,4.48027415982163e-11,6.808896654388921e-09"
80,"ENSMUSG00000028248,575.717215792697,1.65529008046487,0.251938526108978,6.57021419482649,5.02429342961355e-11,7.54140240953599e-09"
81,"ENSMUSG00000088293,1455.9720021075302,1.09048871310281,0.16810837559933497,6.48681964366755,8.76671760256525e-11,1.2998262513657099e-08"
82,"ENSMUSG00000115167,2203.04535983569,1.1117321990778999,0.171520362847969,6.48163390409399,9.07345889659241e-11,1.3290977501779599e-08"
83,"ENSMUSG00000107197,655.038616158192,-1.4715780654845902,0.227519976105439,-6.46790708523377,9.93695635481586e-11,1.4382561352601298e-08"
84,"ENSMUSG00000088856,1154.78946623851,1.4237269825672099,0.22063840385341196,6.4527614309298,1.09830187253596e-10,1.5709593136814402e-08"
85,"ENSMUSG00000103320,1771.6733038019102,1.10078948052327,0.17083436045843303,6.44360699785045,1.16666951761888e-10,1.6493451157221298e-08"
86,"ENSMUSG00000030451,2165.4186834102898,-0.991425060864908,0.154046306213076,-6.435889864788929,1.2275201979404298e-10,1.71542420305284e-08"
87,"ENSMUSG00000090210,11179.465940036001,-0.6961980073531291,0.108501565349109,-6.416478924641139,1.39462246439293e-10,1.92679771841923e-08"
88,"ENSMUSG00000032058,1915.35587335418,0.9705675419464879,0.151631137096293,6.4008458983600995,1.54518467737813e-10,2.11082643905205e-08"
89,"ENSMUSG00000049922,6234.99157635984,-0.7254170164732601,0.11354709308476599,-6.38868857639284,1.67314405459874e-10,2.26023171286794e-08"
90,"ENSMUSG00000039878,1186.35767288846,1.33123841649115,0.208534916256479,6.3837674783145095,1.72783385372842e-10,2.30846197732199e-08"
91,"ENSMUSG00000004894,2576.3413545603103,-0.880252167849024,0.138225449758927,-6.36823515050401,1.9121560479089e-10,2.52695578592135e-08"
92,"ENSMUSG00000106623,1276.3763503277198,-1.1128632206143,0.175578101520557,-6.33828029222653,2.3234386075983997e-10,3.03745877324531e-08"
93,"ENSMUSG00000012483,494.875574446156,1.6747638880098799,0.264849633212885,6.323451792979139,2.5578402631898996e-10,3.30832148083647e-08"
94,"ENSMUSG00000117095,4450.23641818382,-0.7624204026445159,0.12108335219162401,-6.29665754081476,3.04132167442143e-10,3.85170717891831e-08"
95,"ENSMUSG00000029235,2678.58084593133,0.8608228916582729,0.136693174975368,6.297482605209731,3.02518295883345e-10,3.85170717891831e-08"
96,"ENSMUSG00000114323,2267.64788695111,1.0396736742944699,0.165328057911568,6.2885494901934695,3.20445915247999e-10,3.9754912628420096e-08"
97,"ENSMUSG00000028871,9943.21990540077,-0.665998845264222,0.10589271391449001,-6.289373656076361,3.18749405101527e-10,3.9754912628420096e-08"
98,"ENSMUSG00000112286,1219.80251756195,1.1687165129608401,0.18645771547817602,6.26799759915344,3.65720421052247e-10,4.49134230217497e-08"
99,"ENSMUSG00000104302,36557.8119261813,0.600942398000496,0.0960274331665642,6.25802833819512,3.8987498884632403e-10,4.74010011439361e-08"
100,"ENSMUSG00000033543,1486.3149396230401,-1.08019238658866,0.174543895122128,-6.1886575055108795,6.067875935221719e-10,7.3042807544976e-08"
101,"ENSMUSG00000109598,3070.57398693719,-0.83133338759526,0.134931549806747,-6.161149032868299,7.22189827415005e-10,8.60821953108984e-08"
102,"ENSMUSG00000070225,414.322992259032,1.70025235012841,0.27607407714515303,6.15868163976314,7.33530181825234e-10,8.65850480643805e-08"
103,"ENSMUSG00000109549,597.170516753666,1.4500646668875,0.236317248500132,6.136093222525361,8.457553910344681e-10,9.88720581172794e-08"
104,"ENSMUSG00000081875,515.820578828293,1.56192013567325,0.25482239499615195,6.12944610185001,8.818554247467419e-10,1.0211045956258e-07"
105,"ENSMUSG00000097255,438.042341420204,1.65273813998606,0.26975314439129106,6.1268540306195,8.9633632213773e-10,1.0280808494859e-07"
106,"ENSMUSG00000113387,2138.38878932384,-0.9844589432517651,0.16076810174333897,-6.12347183661734,9.15580451000937e-10,1.03070621511754e-07"
107,"ENSMUSG00000115373,3152.88554729582,0.80421091093102,0.131307069242622,6.124658143462519,9.08785120986996e-10,1.03070621511754e-07"
108,"ENSMUSG00000115306,10657.2873296263,0.6423875146266149,0.104945188276986,6.12117168184155,9.28897526441896e-10,1.03261838299392e-07"
109,"ENSMUSG00000114140,254.50762929354198,2.2360338101800297,0.36534986450189294,6.120253563604231,9.34265686209336e-10,1.03261838299392e-07"
110,"ENSMUSG00000058258,1041.27698521951,1.2708662257619299,0.20782845537295003,6.11497700582601,9.657088723742411e-10,1.05775571804739e-07"
111,"ENSMUSG00000107883,942.3288534992821,1.39983867873307,0.22934387020389602,6.1036672900329005,1.03661959608227e-09,1.12528759367574e-07"
112,"ENSMUSG00000115624,8443.07091874355,-0.662634623505272,0.10861110647611098,-6.100984006189281,1.0541745740965598e-09,1.1342172098996401e-07"
113,"ENSMUSG00000086834,1029.9211870648599,1.1885260144291698,0.196078569622936,6.06147839977991,1.34876003703667e-09,1.43844074827121e-07"
114,"ENSMUSG00000115358,71.22042007323671,4.79588197725867,0.791442913602194,6.0596688590344,1.3640206635629e-09,1.44206636761719e-07"
115,"ENSMUSG00000093593,939.5882363242321,1.23183290652617,0.20437551541869,6.02730177341743,1.6671953675097e-09,1.74739321363646e-07"
116,"ENSMUSG00000051118,3645.3232167091496,-0.776737792328991,0.129176983440366,-6.01297360909164,1.82150700021349e-09,1.8928104366321e-07"
117,"ENSMUSG00000117804,712.056095531283,1.31574849499785,0.219027033444512,6.00724245909662,1.8870521665569397e-09,1.92796472613439e-07"
118,"ENSMUSG00000045055,20255.4862976435,0.612695336971656,0.101984889432364,6.007707027794501,1.88165457650097e-09,1.92796472613439e-07"
119,"ENSMUSG00000036061,692.490088199235,1.34827565148013,0.22449270540318697,6.00587733600806,1.9030002857924106e-09,1.9280564562220102e-07"
120,"ENSMUSG00000103291,1790.20860302487,-0.95708449452907,0.15966388801075002,-5.994370464438571,2.04275216439975e-09,2.0525438689894396e-07"
121,"ENSMUSG00000116562,712.8190836889349,1.41543592483323,0.23730997845621998,5.964502352750221,2.45380733933637e-09,2.4453598058730805e-07"
122,"ENSMUSG00000070343,1566.9569615691698,0.958180581712952,0.161226382687902,5.943075604243861,2.79723339307579e-09,2.72070108744124e-07"
123,"ENSMUSG00000085511,6451.37187924785,0.6711683259222769,0.11293266429463,5.943084138803849,2.7970877004489097e-09,2.72070108744124e-07"
124,"ENSMUSG00000105360,395.88465507160697,2.04267948248514,0.343606505234643,5.94482191508636,2.7675757196964198e-09,2.72070108744124e-07"
125,"ENSMUSG00000113871,503.063560247371,1.6608745848611497,0.279642912080817,5.93926937930453,2.86295105836415e-09,2.76252055298343e-07"
126,"ENSMUSG00000065873,1080.28413679419,-1.13862312302691,0.19207811018366602,-5.92791714755082,3.06801216339149e-09,2.93707810098533e-07"
127,"ENSMUSG00000113702,1234.59197688656,1.16279035820001,0.197298753247022,5.89355147492581,3.779822807582199e-09,3.5486258093228605e-07"
128,"ENSMUSG00000104277,4564.7951779492105,0.732251149547802,0.12424335490357799,5.893684616904321,3.77677699275312e-09,3.5486258093228605e-07"
129,"ENSMUSG00000023039,1195.47816470111,1.06432281259467,0.180610541536243,5.89291634664134,3.7943852213519605e-09,3.5486258093228605e-07"
130,"ENSMUSG00000109353,1809.6104440307602,-0.931464277873728,0.158340967396917,-5.882648648588869,4.0375243562705e-09,3.7188046305709707e-07"
131,"ENSMUSG00000066632,1785.6585335358602,1.1326662952756499,0.192508432054752,5.88372303065407,4.01138913280999e-09,3.7188046305709707e-07"
132,"ENSMUSG00000108015,765.197217222972,1.32002153253171,0.22467011778665,5.875376509951449,4.21883365511243e-09,3.85658493074112e-07"
133,"ENSMUSG00000067173,2409.90769387781,-0.8244137883080681,0.140797823511177,-5.85530207604823,4.76143767793125e-09,4.28811550283616e-07"
134,"ENSMUSG00000026220,3394.7961331867796,-0.834257010676631,0.14246129772728,-5.85602562931643,4.740750904678661e-09,4.28811550283616e-07"
135,"ENSMUSG00000085655,2009.79242547525,0.8731394829649809,0.150031113673989,5.819722733394309,5.89453263656846e-09,5.269538808485251e-07"
136,"ENSMUSG00000103343,9465.99895139004,0.632246252340328,0.10889827215793599,5.80584282754619,6.40430180441749e-09,5.68346725095677e-07"
137,"ENSMUSG00000018363,1858.72765185475,0.914503509172644,0.158160771018319,5.78211337289649,7.376796364552951e-09,6.499064507263389e-07"
138,"ENSMUSG00000109153,821.443947075951,1.1862416284498998,0.205433173508345,5.774343102389509,7.725387657767479e-09,6.75721317576525e-07"
139,"ENSMUSG00000099155,5782.01797098649,-0.771627572194147,0.133986192189747,-5.759008145416911,8.46096200484479e-09,7.34774114677879e-07"
140,"ENSMUSG00000052160,1130.68199326265,1.1219554491361399,0.19586108529401702,5.72832243552576,1.01428643407518e-08,8.745882599635469e-07"
141,"ENSMUSG00000084876,7571.51806010688,0.6419248237779089,0.11238556417297699,5.71180852720461,1.1178181686679399e-08,9.57072767229914e-07"
142,"ENSMUSG00000109046,3619.0969261721,-0.726815141102443,0.12770322322814398,-5.691439281872911,1.25972952892642e-08,1.07103437850961e-06"
143,"ENSMUSG00000113369,8205.21172994767,-0.6165956947875151,0.10849514483239998,-5.683163940100861,1.3222540767586102e-08,1.11638646286327e-06"
144,"ENSMUSG00000089188,14403.806032627901,0.576973730391926,0.101697573119655,5.67342673667416,1.3996897673987701e-08,1.17361573738167e-06"
145,"ENSMUSG00000062031,1533.51250953892,1.09061164943161,0.19242828347129104,5.66762655550228,1.44789106750848e-08,1.20571641087452e-06"
146,"ENSMUSG00000106200,7236.40218280453,0.63110048410151,0.11153350060258901,5.658393941657191,1.52796091920213e-08,1.2637380173918002e-06"
147,"ENSMUSG00000117660,6844.44510362783,0.657383370043061,0.116228808304415,5.65594175517403,1.5499402652273e-08,1.2732549827455098e-06"
148,"ENSMUSG00000114738,2233.65880537049,1.06781342525042,0.189424458703637,5.637146504512709,1.72891020023525e-08,1.41074430969532e-06"
149,"ENSMUSG00000109866,684.98653890488,1.3901276627391699,0.24703237054959098,5.6273097312973706,1.83041886856709e-08,1.47640392558337e-06"
150,"ENSMUSG00000060756,606.186095159184,1.4183257569564098,0.252057002762643,5.62700397692191,1.8336650169689798e-08,1.47640392558337e-06"
151,"ENSMUSG00000027665,1568.32613667304,-0.9382132405250571,0.166942463591923,-5.61997960458065,1.90980003021458e-08,1.5275887346940099e-06"
152,"ENSMUSG00000029406,218.67818386970902,-2.09611127964093,0.37442171401046903,-5.59826313807838,2.16509954233724e-08,1.72047583240106e-06"
153,"ENSMUSG00000103382,378.62732478054704,1.71132780803899,0.30608400514749895,5.591039646826099,2.25714030522126e-08,1.7819683007064998e-06"
154,"ENSMUSG00000088005,216.907342755109,-2.0927181927351497,0.37439795387522207,-5.5895556347848,2.2765142201432797e-08,1.78566837990336e-06"
155,"ENSMUSG00000107620,704.414555630963,-1.24729542787685,0.224019666799945,-5.56779431776729,2.57984089180474e-08,2.01062215144628e-06"
156,"ENSMUSG00000022668,16086.3342047612,-0.5610838799051661,0.10085405811229801,-5.563324772518491,2.646826278455e-08,2.04968878302267e-06"
157,"ENSMUSG00000001225,995.128256927837,1.0798696425160201,0.194173921132769,5.56135260706635,2.6769171106364797e-08,2.05987077412141e-06"
158,"ENSMUSG00000019261,5334.14931071867,0.651064327284008,0.11717103675594599,5.55652954270686,2.7519116214451097e-08,2.10426047129118e-06"
159,"ENSMUSG00000019189,168.39258416109502,2.42916032396877,0.43783188519784005,5.54815765158613,2.8869550727731002e-08,2.19372498592346e-06"
160,"ENSMUSG00000048379,1071.70608996866,1.02850650973908,0.185488502877307,5.54485315146133,2.94200976319819e-08,2.2216742050287997e-06"
161,"ENSMUSG00000089711,3797.588051758,0.703251195070049,0.127389194980156,5.52049328186429,3.3804931889452005e-08,2.53703927106147e-06"
162,"ENSMUSG00000114765,3878.409015281429,-0.687014559039546,0.12483287948536599,-5.5034744201353005,3.72378581133334e-08,2.76059682281651e-06"
163,"ENSMUSG00000110630,19624.1161455106,-0.559676629427813,0.101689597386524,-5.50377466143829,3.71744644273071e-08,2.76059682281651e-06"
164,"ENSMUSG00000019791,4074.29441036576,0.894464330904174,0.1631660120996,5.481928003230081,4.20715455077709e-08,3.10003545626351e-06"
165,"ENSMUSG00000080465,5254.51440227495,-0.639929872163772,0.11714268131197501,-5.46282418155946,4.6861867800444104e-08,3.43220836576987e-06"
166,"ENSMUSG00000106379,25749.0995720394,0.547291981687198,0.10026620581828098,5.45838926705866,4.80473365442734e-08,3.4979611838639297e-06"
167,"ENSMUSG00000065968,4318.691692072321,0.7575356538783969,0.138941335598066,5.452197869105119,4.97510531207771e-08,3.6004363323952903e-06"
168,"ENSMUSG00000107796,2497.65414674962,-0.759255786087965,0.139326647749615,-5.4494656862227,5.0521369074885e-08,3.63454914326894e-06"
169,"ENSMUSG00000116718,13771.34672416,-0.563491845138497,0.10350505813619999,-5.4440995955677,5.20680830701996e-08,3.72378678804404e-06"
170,"ENSMUSG00000108473,5944.6193287601,0.662090797741237,0.121647947184045,5.4426795771534,5.24850061044842e-08,3.7316532410428e-06"
171,"ENSMUSG00000072941,483.616745020357,1.6021644415977099,0.294507587254362,5.4401465732492005,5.32367531693161e-08,3.7630956106543295e-06"
172,"ENSMUSG00000099051,2732.82653300867,0.7416322372971341,0.13673566742222,5.42383893887089,5.833244666344731e-08,4.09945599152712e-06"
173,"ENSMUSG00000098749,1752.3220717223,0.84171883651559,0.155315450497336,5.41941470613723,5.97944688421907e-08,4.17600603613018e-06"
174,"ENSMUSG00000114096,7435.71889493729,0.6591529073285539,0.121649096300331,5.41847763259349,6.01086573715069e-08,4.17600603613018e-06"
175,"ENSMUSG00000102579,1534.5030011376998,0.8870702772412721,0.163848735940146,5.413958625627219,6.16464163941271e-08,4.25850642340794e-06"
176,"ENSMUSG00000087014,11191.0461510466,0.5748969341533511,0.10624899348266,5.4108459318927595,6.27277227705847e-08,4.30872120590265e-06"
177,"ENSMUSG00000106674,85.32179407501701,3.4239707980116005,0.633134872623729,5.4079643154428805,6.37451208763134e-08,4.35400662704617e-06"
178,"ENSMUSG00000095723,2225.40193915187,0.982206673075701,0.181667897659989,5.40660560135951,6.42303640097104e-08,4.3626411487712795e-06"
179,"ENSMUSG00000032294,4481.55745718233,0.767969093536167,0.142244481770802,5.39893768795612,6.703665049982839e-08,4.527953315427299e-06"
180,"ENSMUSG00000117986,5225.408545668271,-0.632297853607728,0.117191182309069,-5.39543881330735,6.83562845129493e-08,4.59157849231181e-06"
181,"ENSMUSG00000089818,3030.72267603543,0.7134462985365259,0.132426520163926,5.387488077564661,7.14492135846793e-08,4.77296449869523e-06"
182,"ENSMUSG00000103972,18742.961812335,0.544882358371007,0.10121795272145098,5.383258045838031,7.31495533087979e-08,4.85984846518232e-06"
183,"ENSMUSG00000077637,6793.208235944,-0.599860662986336,0.111642623721672,-5.37304340394044,7.74186837534399e-08,5.0903630382453104e-06"
184,"ENSMUSG00000110517,1106.0236643807598,0.9846683586610679,0.18326383244911001,5.372955184348769,7.74565851353334e-08,5.0903630382453104e-06"
185,"ENSMUSG00000104017,530.165074784432,1.4084511257108199,0.26243383350697497,5.36688088913422,8.01099221725313e-08,5.2084301271317396e-06"
186,"ENSMUSG00000024036,15330.0080123724,-0.5508345850138,0.102625638279399,-5.36741689746329,7.98722896120808e-08,5.2084301271317396e-06"
187,"ENSMUSG00000081160,2704.47730057731,0.7480499936757751,0.139494439676525,5.36257929284088,8.20419349198787e-08,5.30566938699939e-06"
188,"ENSMUSG00000108150,2770.2085356509697,0.8234129330399251,0.15361117072393302,5.36037144407776,8.30510102617635e-08,5.3425089035054e-06"
189,"ENSMUSG00000102569,9086.75741467783,0.5727706948029611,0.10702914058666001,5.35153969903361,8.720900017249709e-08,5.55124096385979e-06"
190,"ENSMUSG00000083723,5632.46417162495,0.617292063889907,0.11534588267662801,5.3516610178491195,8.7150541038644e-08,5.55124096385979e-06"
191,"ENSMUSG00000025359,4656.979565438321,-0.668769769868667,0.125273347107056,-5.338484085502639,9.37269320305626e-08,5.93506270639365e-06"
192,"ENSMUSG00000107632,2217.15161843851,0.7878858158957759,0.14762268132768602,5.33715963434415,9.441391090631401e-08,5.94758719584957e-06"
