name,0hr,2hr,6hr,12hr,class
ENSMUSG00000007777.9,522.905537967,452.9779049692,320.2716305991,441.7169632414,4
ENSMUSG00000043644.4,61.0548839058,100.7726176253,47.8910849494,53.4814260427,4
ENSMUSG00000046683.16,2.9542685761,0,0,1.9807935571,3
ENSMUSG00000099146.7,7.8780495362,0,1.9954618729,8.9135710071,4
ENSMUSG00000097222.2,2.9542685761,1.9954973787,3.9909237458,1.9807935571,4
ENSMUSG00000097616.7,106.3536687391,75.8289003913,75.8275511699,58.4334099355,4
ENSMUSG00000099098.4,11.8170743043,5.9864921362,11.9727712374,1.9807935571,4
ENSMUSG00000050088.9,1654.3904026076,1851.8215674513,1085.5312588532,1324.1604929455,4
ENSMUSG00000102000.6,1.9695123841,0,0,0.9903967786,3
ENSMUSG00000103452.1,4.9237809601,0,0,0,3
ENSMUSG00000100010.5,0,0,0,0.9903967786,2
ENSMUSG00000110424.1,85.6737887065,59.8649213616,52.8797396316,45.5582518141,4
ENSMUSG00000102737.1,2.9542685761,3.9909947574,1.9954618729,0.9903967786,4
ENSMUSG00000052794.13,516.9970008149,524.8158106031,386.1218724046,460.5345020341,4
ENSMUSG00000103840.1,0,0,3.9909237458,0,0
ENSMUSG00000102356.1,0,3.9909947574,0,0,1
ENSMUSG00000100837.7,0,0,0,4.9519838928,2
ENSMUSG00000087204.1,0,0,0.9977309364,0,0
ENSMUSG00000032611.9,9.8475619203,15.9639790298,4.9886546822,10.8943645642,4
ENSMUSG00000099794.1,2.9542685761,0,0,1.9807935571,3
ENSMUSG00000089997.2,0,1.9954973787,0,2.9711903357,2
ENSMUSG00000097101.3,7.8780495362,17.9594764085,0,4.9519838928,1
ENSMUSG00000042041.7,1.9695123841,1.9954973787,0,0,4
ENSMUSG00000030587.5,139.835379268,211.5227221442,138.684600166,61.4046002712,4
ENSMUSG00000101791.1,20.6798800326,6.9842408255,8.979578428,1.9807935571,4
ENSMUSG00000066175.2,19.6951238406,8.9797382042,12.9705021738,14.8559516785,4
ENSMUSG00000052419.7,1350.1007392708,1516.5780078265,854.0576815977,927.0113847397,4
ENSMUSG00000087013.7,0.984756192,15.9639790298,0.9977309364,6.93277745,1
ENSMUSG00000049916.12,103.399400163,35.9189528169,89.7957842801,106.9628520854,4
ENSMUSG00000024273.8,325.9542995614,340.2323030716,315.2829759169,354.5620467274,4
ENSMUSG00000020491.15,248.1585603911,334.2458109354,227.4826535097,298.109430349,4
ENSMUSG00000114656.1,0,0,1.9954618729,0,0
ENSMUSG00000070282.6,111.2774496992,72.8356543232,93.7867080259,98.0492810782,4
ENSMUSG00000085622.9,127.0335487717,95.7838741785,145.6687167211,136.6747554424,4
ENSMUSG00000073590.3,5.9085371522,8.9797382042,3.9909237458,10.8943645642,4
ENSMUSG00000038917.4,2.9542685761,0,3.9909237458,0,0
ENSMUSG00000090031.2,170.3628212209,154.6510468507,92.7889770895,148.5595167852,4
ENSMUSG00000032057.9,285.5792956882,272.3853921951,177.5961066874,514.0159280768,4
ENSMUSG00000021101.2,0,1.9954973787,0,0,1
ENSMUSG00000086221.1,0,1.9954973787,0,0,1
ENSMUSG00000087205.1,0,0,0,0.9903967786,2
ENSMUSG00000021098.14,5.9085371522,28.9347119914,3.9909237458,14.8559516785,4
ENSMUSG00000112762.1,0,0,0,0.9903967786,2
ENSMUSG00000085788.1,0,0,3.9909237458,0,0
ENSMUSG00000107567.1,0,0.9977486894,3.9909237458,8.9135710071,2
ENSMUSG00000085956.1,40.3750038732,54.8761779148,24.9432734111,25.7503162428,4
ENSMUSG00000044906.6,708.0397020684,948.8590035809,1563.4443774108,2477.9727399773,4
ENSMUSG00000108187.1,0,0,0,4.9519838928,2
ENSMUSG00000097627.2,1.9695123841,0,0,0,3
ENSMUSG00000097602.2,2.9542685761,1.9954973787,0,0,3
ENSMUSG00000118392.1,0,3.9909947574,0,0,1
ENSMUSG00000005131.4,7.8780495362,22.9482198553,3.9909237458,35.6542840284,4
ENSMUSG00000046180.11,6.8932933442,6.9842408255,5.9863856187,0,4
ENSMUSG00000084971.1,1.9695123841,1.9954973787,0,7.9231742285,2
ENSMUSG00000046085.7,28.5579295688,15.9639790298,20.9523496654,7.9231742285,4
ENSMUSG00000115845.1,0,0,0,1.9807935571,2
ENSMUSG00000110427.1,0,0.9977486894,0,0,1
ENSMUSG00000069713.2,11.8170743043,24.943717234,4.9886546822,6.93277745,4
ENSMUSG00000087396.7,262.9299032716,284.3583764675,175.6006448145,209.9641170564,4
ENSMUSG00000086443.1,1.9695123841,3.9909947574,7.9818474916,8.9135710071,4
ENSMUSG00000105203.1,1.9695123841,1.9954973787,0,0,4
ENSMUSG00000097786.3,0,3.9909947574,0,0.9903967786,1
ENSMUSG00000086451.8,2.9542685761,8.9797382042,1.9954618729,2.9711903357,4
ENSMUSG00000100580.6,0,0,1.9954618729,1.9807935571,4
ENSMUSG00000045928.2,0,0,1.9954618729,0,0
ENSMUSG00000102808.1,0,0,0,5.9423806714,2
ENSMUSG00000114554.1,0,2.9932460681,0,1.9807935571,1
ENSMUSG00000087424.1,21.6646362246,18.9572250978,15.9636949831,15.8463484571,4
ENSMUSG00000097766.1,0,0,0.9977309364,0,0
ENSMUSG00000108020.1,0,1.9954973787,0,0,1
ENSMUSG00000117633.1,0.984756192,0,0,0,3
ENSMUSG00000115970.1,10.8323181123,3.9909947574,1.9954618729,5.9423806714,4
ENSMUSG00000107879.1,7.8780495362,19.9549737872,1.9954618729,4.9519838928,1
ENSMUSG00000004360.9,315.1219814491,354.2007847226,159.6369498313,410.0242663272,4
ENSMUSG00000036411.10,115.2164744673,143.6758112678,489.8858897949,448.6497406913,4
ENSMUSG00000073386.5,2.9542685761,0,0,0,3
ENSMUSG00000046138.15,2235.3965559043,2441.4910428627,2581.1299325856,2392.7986170204,4
ENSMUSG00000069892.9,2.9542685761,7.9819895149,11.9727712374,13.8655549,4
ENSMUSG00000114210.2,10.8323181123,20.9527224765,30.9296590298,29.711903357,4
ENSMUSG00000086363.7,3.9390247681,0,3.9909237458,0,4
ENSMUSG00000085112.1,18.7103676485,31.9279580595,15.9636949831,19.8079355714,4
ENSMUSG00000112639.1,59.0853715217,78.8221464594,43.9001612036,53.4814260427,4
ENSMUSG00000054181.11,5.9085371522,16.9617277191,3.9909237458,13.8655549,4
ENSMUSG00000092368.1,0,1.9954973787,0,0,1
ENSMUSG00000020804.12,8.8628057283,3.9909947574,1.9954618729,0,3
ENSMUSG00000024130.16,2113.2867880927,2398.5878492203,3212.6936153559,2500.7518658843,4
ENSMUSG00000028970.9,1077.323274079,1251.1768564568,1001.7218601917,1197.3897052888,4
ENSMUSG00000032842.13,886.2805728255,872.0323545002,594.6476381218,688.3257611048,4
ENSMUSG00000115902.1,17.7256114565,9.9774868936,6.9841165551,8.9135710071,4
ENSMUSG00000118555.1,17.7256114565,16.9617277191,3.9909237458,6.93277745,4
ENSMUSG00000118477.1,0.984756192,0,0,0,3
ENSMUSG00000026003.5,2838.0673454256,3014.1987905551,3679.6316936126,3976.4430659507,4
ENSMUSG00000026499.5,2667.7045242047,2605.1218279177,2558.1821210474,2107.5643447928,4
ENSMUSG00000056938.16,609.5640828655,653.5253915305,710.3844267495,535.8046572053,4
ENSMUSG00000026781.17,1735.1404103539,1835.8575884215,1288.0706389517,1438.0561224808,4
ENSMUSG00000020917.17,33498.4513842268,30669.7969622221,26336.1057984266,21150.9136030993,4
ENSMUSG00000026348.7,5.9085371522,0,3.9909237458,10.8943645642,4
ENSMUSG00000072949.6,1598.2592996619,886.9985848406,1279.0910605237,1290.4870024742,4
ENSMUSG00000032561.15,0,1.9954973787,5.9863856187,0,0
ENSMUSG00000018796.13,794.6982469668,823.1426687216,1708.1153631954,1231.0631957601,4
ENSMUSG00000059430.14,142.7896478441,262.4079053016,188.5711469883,85.1741229569,4
ENSMUSG00000006457.4,89.6128134746,64.8536648084,137.6868692295,88.1453132926,4
ENSMUSG00000023262.13,339.7408862498,326.2638214206,286.34877876,343.6676821631,4
ENSMUSG00000025964.15,11051.9187431337,11719.5561052168,11123.7022104356,8006.3675579441,4
ENSMUSG00000031554.18,59.0853715217,50.8851831573,36.9160446485,32.6830936927,4
ENSMUSG00000031555.15,7647.6165872918,7773.4600388,7807.2445776894,7881.5775638446,4
ENSMUSG00000022893.14,22901.4900018103,30448.2967531842,14715.5335816409,10730.9490957849,4
ENSMUSG00000022894.6,11882.0682130135,13283.0283014432,10139.9395070999,10061.4408734729,4
ENSMUSG00000039197.10,2464.8447486469,2299.8107289737,2780.6761198748,3884.3361655439,4
ENSMUSG00000002844.9,1453.5001394338,1546.5104685072,1439.7257412915,1986.7359378075,4
ENSMUSG00000020910.16,296.4116138005,255.423664476,191.5643397976,261.464749542,4
ENSMUSG00000024527.10,2677.552086125,3468.1744442137,3039.0884324143,2122.4202964713,4
ENSMUSG00000040812.14,1.9695123841,0,0,0,3
ENSMUSG00000026922.13,59.0853715217,30.9302093701,127.7095598651,103.0012649711,4
ENSMUSG00000069833.13,39644.3147786755,39158.6428112928,31336.7332518936,24361.779959217,4
ENSMUSG00000035875.15,14.7713428804,8.9797382042,27.9364662205,50.510235707,4
ENSMUSG00000078307.3,2.9542685761,1.9954973787,0,1.9807935571,4
ENSMUSG00000091415.5,8.8628057283,1.9954973787,0,0,3
ENSMUSG00000084347.3,145.7439164202,112.7456018976,142.6755239118,166.3866587994,4
ENSMUSG00000118479.1,0,0.9977486894,0,0,1
ENSMUSG00000118399.1,1.9695123841,6.9842408255,0,0,1
ENSMUSG00000053279.8,7.8780495362,19.9549737872,5.9863856187,8.9135710071,4
ENSMUSG00000020256.14,2699.2167223496,2566.2096290327,2208.9762932913,1464.7968355022,4
ENSMUSG00000059343.4,2.9542685761,0,0,0,3
ENSMUSG00000028307.9,2.9542685761,2.9932460681,0,0,4
ENSMUSG00000075470.2,6033.6011885574,5612.3363776473,6812.5068340528,7579.5065463813,4
ENSMUSG00000033809.15,341.7103986338,408.079213948,325.2602852814,368.4276016273,4
ENSMUSG00000032845.16,0,0,1.9954618729,0,0
ENSMUSG00000044037.15,1.9695123841,1.9954973787,0,0,4
ENSMUSG00000013076.17,3816.9150003017,3881.2424016085,3918.0893874231,4141.8393279716,4
ENSMUSG00000021257.14,169.3780650289,199.5497378719,87.8003224072,85.1741229569,4
ENSMUSG00000002289.16,3299.9179994869,2725.8494193302,3432.194421374,3113.807471818,4
ENSMUSG00000066510.5,0,14.9662303404,0.9977309364,0,1
ENSMUSG00000057766.14,0,0,0,0.9903967786,2
ENSMUSG00000038115.16,0,0,0.9977309364,4.9519838928,2
ENSMUSG00000094683.2,0,3.9909947574,3.9909237458,1.9807935571,4
ENSMUSG00000085611.3,277.701246152,163.630785055,256.4168506666,211.9449106136,4
ENSMUSG00000068264.11,269.8231966158,313.2930884589,388.1173342775,478.3616440484,4
ENSMUSG00000030051.10,552.4482237279,926.908532415,439.0016120362,697.2393321119,4
ENSMUSG00000091694.9,11.8170743043,3.9909947574,0,1.9807935571,3
ENSMUSG00000010601.14,59.0853715217,66.8491621871,73.832089297,145.5883264495,4
ENSMUSG00000057346.12,54.1615905616,75.8289003913,53.8774705681,87.154916514,4
ENSMUSG00000024451.9,0,8.9797382042,2.9931928093,2.9711903357,1
ENSMUSG00000074582.10,2959.1923570451,3394.3410412011,3117.9091763935,2278.9029874851,4
ENSMUSG00000041219.14,2376.2166913643,2585.1668541305,3664.6657295659,8897.7246586554,4
ENSMUSG00000039031.16,1847.4026162451,1453.7198403968,1169.3406575146,1936.2257021005,4
ENSMUSG00000025154.15,619.4116447858,585.678480654,902.9464974836,3340.60833411,2
ENSMUSG00000063506.14,904.006184282,844.0953911981,521.8132797612,643.7579060692,4
ENSMUSG00000031355.16,0,3.9909947574,0,8.9135710071,2
ENSMUSG00000038352.15,8.8628057283,9.9774868936,9.9773093645,8.9135710071,4
ENSMUSG00000038525.16,1577.5794196293,1655.2650756474,1081.5403351074,1262.7558926743,4
ENSMUSG00000042178.6,996.5732663326,1072.5798410615,1248.1614014939,1080.5228854178,4
ENSMUSG00000002343.11,903.02142809,1022.6924065935,761.2687045082,874.5203554756,4
ENSMUSG00000049804.9,258.9908785034,326.2638214206,435.0106882904,401.1106953201,4
ENSMUSG00000040187.15,93.5518382427,66.8491621871,90.7935152166,84.1837261783,4
ENSMUSG00000060216.15,606.6098142894,746.3160196409,1171.3361193875,1285.5350185813,4
ENSMUSG00000046561.9,0,0,0,4.9519838928,2
ENSMUSG00000021592.18,310.1982004889,248.4394236505,223.4917297639,233.7336397421,4
ENSMUSG00000052632.16,929.6098452747,883.0075900832,1674.1925113563,1585.6252424875,4
ENSMUSG00000029685.15,1.9695123841,0,0,0,3
ENSMUSG00000033007.15,0,1.9954973787,1.9954618729,11.8847613428,2
ENSMUSG00000029752.12,2337.8111998752,1996.4951274084,2510.291036098,1881.7538792793,4
ENSMUSG00000085779.1,1.9695123841,0,0,0,3
ENSMUSG00000030213.12,4023.7138006277,3906.1861188425,3147.8411044869,4069.5403631361,4
ENSMUSG00000024759.14,13697.9586311137,13897.6414940887,19605.4129011624,18550.1316625796,4
ENSMUSG00000032412.8,3188.6405497877,2786.7120893811,4957.7250231998,5521.4620405169,4
ENSMUSG00000016327.9,0,1.9954973787,0.9977309364,0,1
ENSMUSG00000038690.15,3610.1161999758,3572.9380565964,3254.5983146866,3477.2830895524,4
ENSMUSG00000038717.8,1789.3020009154,1637.305599239,1776.9587978102,1434.0945353665,4
ENSMUSG00000021290.6,1500.7684366511,1164.3727204826,1460.6780909568,1204.3224827388,4
ENSMUSG00000015575.15,3030.0948028711,3073.0659632273,2678.9075643573,2570.0796403841,4
ENSMUSG00000037685.15,2.9542685761,0,0,0,3
ENSMUSG00000028710.18,787.8049536226,747.3137683303,980.7695105263,933.9441621897,4
ENSMUSG00000027496.15,925.6708205066,941.8747627554,1371.8800376132,3729.8342680873,4
ENSMUSG00000029673.17,9.8475619203,0,0,4.9519838928,3
ENSMUSG00000086381.1,1.9695123841,0,0,0,3
ENSMUSG00000086502.1,273.7622213839,331.2525648674,342.221711201,383.2835533058,4
ENSMUSG00000096963.1,0,0,0,1.9807935571,2
ENSMUSG00000048406.5,76.8109829782,75.8289003913,34.9205827756,49.5198389284,4
ENSMUSG00000043300.2,2813.4484406249,2358.6779016459,3076.0044770628,2730.5239185121,4
ENSMUSG00000086150.1,0.984756192,8.9797382042,1.9954618729,4.9519838928,4
ENSMUSG00000024392.17,12497.5408330312,12501.7910776747,14128.8677910107,14529.1207415933,4
ENSMUSG00000057789.14,1647.4971092634,1788.9634000216,1223.2181280827,1340.0068414026,4
ENSMUSG00000021901.10,2146.7684986217,2131.1912004719,2400.5406330889,2491.8382948772,4
ENSMUSG00000039699.14,0.984756192,0,3.9909237458,0,0
ENSMUSG00000002748.7,10150.8668274278,10193.9983591861,19097.5678545114,19096.8306843492,4
ENSMUSG00000030780.15,531.7683436953,559.7370147307,710.3844267495,774.4902808402,4
ENSMUSG00000102478.1,3.9390247681,0,2.9931928093,5.9423806714,4
ENSMUSG00000028121.8,383.070158699,352.2052873439,345.2149040103,357.5332370631,4
ENSMUSG00000037525.5,397.8415015794,362.1827742375,320.2716305991,404.0818856558,4
ENSMUSG00000009112.4,1938.9849421037,1843.8395779364,2092.2417737271,2414.5873461489,4
ENSMUSG00000026172.12,507.1494388946,438.0116746288,493.8768135407,400.1202985415,4
ENSMUSG00000099757.1,1.9695123841,0,1.9954618729,0,4
ENSMUSG00000031872.14,0,2.9932460681,0,0,1
ENSMUSG00000030103.11,874.4634985211,647.5388993943,574.6930193929,447.6593439128,4
ENSMUSG00000070808.4,895.1433785537,931.8972758618,820.1348297586,845.7988488971,4
ENSMUSG00000060708.4,646.9848181626,640.5546585688,575.6907503293,581.3629090194,4
ENSMUSG00000085633.1,2.9542685761,0,0,0,3
ENSMUSG00000021835.15,0,1.9954973787,0,1.9807935571,4
ENSMUSG00000057649.6,1185.6464552021,1262.1520920398,1463.6712837662,2060.0252994216,4
ENSMUSG00000071657.12,219.6006308223,319.279580595,220.4985369545,514.0159280768,4
ENSMUSG00000002803.14,143.7744040361,178.5970153954,233.4690391283,146.5787232281,4
ENSMUSG00000111375.4,228.4634365506,345.2210465184,225.4871916368,355.5524435059,4
ENSMUSG00000021900.10,1168.9055999376,1063.6001028572,1033.649250158,1354.8627930811,4
ENSMUSG00000020423.6,834.088494648,445.9936641437,1217.231742464,1156.7834373675,4
ENSMUSG00000040084.9,1639.6190597271,1602.3843951114,2487.3432245597,7790.4610602163,2
ENSMUSG00000097874.3,6.8932933442,0,0,0,3
ENSMUSG00000085078.1,0,7.9819895149,5.9863856187,0,1
ENSMUSG00000084873.3,0,0,0.9977309364,0,0
ENSMUSG00000046491.10,2.9542685761,8.9797382042,5.9863856187,10.8943645642,4
ENSMUSG00000032120.11,261.9451470795,382.1377480247,272.3805456497,414.97625022,4
ENSMUSG00000085408.1,23.6341486087,18.9572250978,12.9705021738,11.8847613428,4
ENSMUSG00000050390.12,2053.216660379,2227.9728233398,2994.1905402742,2074.8812511001,4
ENSMUSG00000023055.10,3683.9729143779,3418.2870097457,1931.6070929593,1227.1016086458,4
ENSMUSG00000032246.14,397.8415015794,371.1625124417,215.5098822723,103.9916617496,4
ENSMUSG00000020785.17,853.7836184885,1288.0935579631,1862.7636583445,1012.1855076966,4
ENSMUSG00000001794.13,11665.4218507673,11467.1256868089,9896.4931586071,7916.2414510945,4
ENSMUSG00000008393.9,4006.9729453632,4163.6052806973,13168.0528992133,14018.0760038522,4
ENSMUSG00000033538.13,598.7317647532,399.0994757438,346.2126349467,312.9653820275,4
ENSMUSG00000074570.14,10.8323181123,0,0,0.9903967786,3
ENSMUSG00000015944.9,2151.6922795819,2149.1506768804,2648.9756362639,2440.3376623917,4
ENSMUSG00000004044.9,53065.5569198293,51490.8166117764,52099.5140393333,42256.2689543846,4
ENSMUSG00000035640.18,956.1982624595,937.8837679979,852.0622197248,669.508222312,4
ENSMUSG00000087034.4,40.3750038732,26.9392146127,59.8638561868,62.3949970498,4
ENSMUSG00000034342.9,1920.2745744552,2369.6531372288,3611.7859899343,3077.1627910109,4
ENSMUSG00000040525.13,0,0,0,1.9807935571,2
ENSMUSG00000025577.7,913.8537462023,1599.3911490433,4601.5350788886,4254.7445607284,4
ENSMUSG00000029836.15,4712.0583788554,4670.4616148919,7602.7097357179,8414.4110307142,4
ENSMUSG00000020074.7,3872.0613470553,4237.4386837099,3165.8002613429,3785.2964876871,4
ENSMUSG00000071104.10,13.7865866884,0,0,0,3
ENSMUSG00000040189.18,5.9085371522,3.9909947574,5.9863856187,5.9423806714,4
ENSMUSG00000050786.8,327.9238119454,339.2345543822,497.8677372865,472.419263377,4
ENSMUSG00000029769.16,967.0305805718,984.7779563978,701.4048483215,499.1599763983,4
ENSMUSG00000025983.11,0,5.9864921362,0,6.93277745,4
ENSMUSG00000034083.16,745.4604373654,698.4240825517,544.7610912995,689.3161578834,4
ENSMUSG00000026940.3,38.4054914891,15.9639790298,32.9251209027,20.7983323499,4
ENSMUSG00000078588.10,35.451222913,28.9347119914,25.9410043476,43.577458257,4
ENSMUSG00000028795.15,169.3780650289,201.5452352506,89.7957842801,125.7803908781,4
ENSMUSG00000038127.14,5855.3603178003,5326.9802524904,5280.9898466083,4806.3955663908,4
ENSMUSG00000046753.10,486.469558862,313.2930884589,403.0832983242,452.6113278056,4
ENSMUSG00000025808.17,1.9695123841,6.9842408255,0,6.93277745,4
ENSMUSG00000032878.16,6.8932933442,3.9909947574,9.9773093645,6.93277745,4
ENSMUSG00000030301.17,927.6403328907,806.1809410025,832.1076009959,943.8481299754,4
ENSMUSG00000037979.13,576.0823723366,589.6694754115,637.5500683889,507.0831506268,4
ENSMUSG00000045838.8,1933.0764049516,1782.9769078855,1197.2771237351,619.9883833836,4
ENSMUSG00000040312.14,1896.6404258465,1958.5806772127,3250.6073909408,4800.4531857194,4
ENSMUSG00000070999.2,0,1.9954973787,0,1.9807935571,4
ENSMUSG00000037362.8,42.3445162572,46.8941883999,26.938735284,20.7983323499,4
ENSMUSG00000062074.7,7.8780495362,1.9954973787,17.959156856,24.7599194642,4
ENSMUSG00000032218.7,523.8902941591,439.0094233182,593.6499071853,1773.8006304154,4
ENSMUSG00000029068.16,5309.8053874166,5520.5434982262,5305.9331200194,6322.6930343785,4
ENSMUSG00000049489.5,881.3567918653,673.4803653177,632.5614137067,537.7854507625,4
ENSMUSG00000070871.10,1700.6739436329,1745.0624576898,2753.7373845908,2065.967680093,4
ENSMUSG00000034563.16,5.9085371522,2.9932460681,1.9954618729,4.9519838928,4
ENSMUSG00000038304.14,2.9542685761,7.9819895149,3.9909237458,1.9807935571,4
ENSMUSG00000041750.13,0,0,0.9977309364,0,0
ENSMUSG00000061665.7,3602.2381504395,3703.6431349025,6596.9969517805,5953.2750359726,4
ENSMUSG00000028459.11,2.9542685761,0,1.9954618729,0,3
ENSMUSG00000003379.7,2.9542685761,33.9234554382,4.9886546822,9.9039677857,1
ENSMUSG00000028755.3,647.9695743546,495.8810986117,398.0946436419,386.2547436415,4
ENSMUSG00000033502.15,240.2805108549,254.4259157867,121.7231742464,141.6267393352,4
ENSMUSG00000028873.16,1122.6220589123,1181.3344482017,2169.0670558334,5879.9856743585,2
ENSMUSG00000035498.10,0.984756192,0,9.9773093645,1.9807935571,0
ENSMUSG00000019942.13,2822.3112463531,2890.4779530745,4840.9905036356,14249.8288500371,2
ENSMUSG00000028926.15,5498.8785762861,5333.964493316,6220.8523887403,5573.953069781,4
ENSMUSG00000018669.14,1825.7379800205,1990.5086352722,1400.8142347701,1102.3116145462,4
ENSMUSG00000020389.19,184.1494079093,195.5587431145,92.7889770895,96.0684875211,4
ENSMUSG00000016028.10,5.9085371522,0,4.9886546822,5.9423806714,4
ENSMUSG00000029253.12,1500.7684366511,1512.587013069,2272.8310732238,3646.6409386876,4
ENSMUSG00000061533.16,415.5671130359,339.2345543822,1138.4109984848,3854.6242621869,2
ENSMUSG00000044066.14,2408.7136457012,2513.3289484966,3881.1733427747,3299.0116694102,4
ENSMUSG00000037443.13,1031.0397330536,1209.2714115037,1608.3422695508,2062.0060929787,4
ENSMUSG00000031725.8,15.7560990725,0,9.9773093645,10.8943645642,4
ENSMUSG00000031796.7,1523.4178290678,1713.1344996303,1752.015524399,2153.122596607,4
ENSMUSG00000035394.11,0,1.9954973787,1.9954618729,5.9423806714,2
ENSMUSG00000026365.15,0,6.9842408255,3.9909237458,0,1
ENSMUSG00000057037.8,2.9542685761,5.9864921362,0,0,1
ENSMUSG00000062929.8,2957.222844661,2897.4621939,3997.9078623388,4411.2272517421,4
ENSMUSG00000068876.15,15.7560990725,3.9909947574,1.9954618729,8.9135710071,4
ENSMUSG00000020309.6,206.7988003259,257.4191618548,155.6460260856,184.2138008137,4
ENSMUSG00000053768.13,2380.1557161324,2308.7904671779,3098.952288601,3375.2722213599,4
ENSMUSG00000030086.16,714.9329954125,731.3497893005,758.2755116989,1078.5420918606,4
ENSMUSG00000053754.14,3723.363162059,3953.0803072424,4264.3020223699,3893.249736551,4
ENSMUSG00000032113.16,483.5152902859,416.0612034629,856.0531434706,1384.5746964381,4
ENSMUSG00000109901.2,864.6159366009,948.8590035809,624.5795662151,636.8251286193,4
ENSMUSG00000006958.14,632.2134752822,699.421831241,537.7769747444,499.1599763983,4
ENSMUSG00000031492.13,0,1.9954973787,0,0,1
ENSMUSG00000035930.9,2.9542685761,0,0,0,3
ENSMUSG00000046691.14,13.7865866884,46.8941883999,17.959156856,18.8175387928,4
ENSMUSG00000038550.10,142.7896478441,113.743350587,61.8593180596,32.6830936927,4
ENSMUSG00000022504.10,38.4054914891,48.8896857786,14.9659640467,6.93277745,4
ENSMUSG00000037710.8,741.5214125973,863.052616296,2218.9536026557,2147.1802159355,4
ENSMUSG00000078695.8,102.4146439709,105.7613610721,87.8003224072,103.0012649711,4
ENSMUSG00000028255.6,1.9695123841,0,0,0,3
ENSMUSG00000004319.15,822.2714203436,1019.6991605254,572.69755752,787.3654389616,4
ENSMUSG00000001739.14,2.9542685761,0,5.9863856187,8.9135710071,4
ENSMUSG00000033633.14,5.9085371522,0,0,0,3
ENSMUSG00000001829.17,1242.7623143397,1130.4492650443,1407.7983513252,1418.2481869095,4
ENSMUSG00000025545.10,400.7957701555,430.029685114,383.1286795952,246.6087978634,4
ENSMUSG00000062169.13,1696.7349188648,1704.1547614261,2156.0965536596,2742.4086798549,4
ENSMUSG00000033159.14,1374.7196440715,1527.5532434094,1327.9798764095,1081.5132821963,4
ENSMUSG00000087003.1,0,0,0,1.9807935571,2
ENSMUSG00000020173.17,8.8628057283,6.9842408255,0.9977309364,1.9807935571,4
ENSMUSG00000091345.9,0,0,0,7.9231742285,2
ENSMUSG00000029213.11,1359.9483011911,1267.1408354866,1534.5101802538,1752.0119012869,4
ENSMUSG00000031849.9,0,6.9842408255,10.9750403009,69.3277744998,2
ENSMUSG00000040782.12,3490.9607007403,3033.1560156529,4817.0449611609,4162.6376603215,4
ENSMUSG00000025607.15,2886.320398835,2984.2663298743,2755.7328464636,2513.6270240057,4
ENSMUSG00000039914.6,446.0945549888,406.0837165693,391.1105270868,412.9954566629,4
ENSMUSG00000009876.13,0,0.9977486894,0,0,1
ENSMUSG00000061518.11,2433.3325505019,2453.464027135,3005.1655805751,3123.7114396036,4
ENSMUSG00000030785.8,2.9542685761,6.9842408255,7.9818474916,8.9135710071,4
ENSMUSG00000071553.10,0.984756192,19.9549737872,3.9909237458,10.8943645642,4
ENSMUSG00000109401.1,0,0,1.9954618729,4.9519838928,2
ENSMUSG00000039652.16,255.0518537353,259.4146592335,404.0810292606,294.1478432347,4
ENSMUSG00000033615.9,0,0,0,1.9807935571,2
ENSMUSG00000039714.9,0,0,1.9954618729,1.9807935571,4
ENSMUSG00000065979.12,2199.9453329912,2268.8805196035,1495.5986737324,1998.6206991503,4
ENSMUSG00000025991.8,0,0.9977486894,0,0,1
ENSMUSG00000034022.8,4074.9211226131,3818.3842341789,4901.8520907588,5850.2737710015,4
ENSMUSG00000016481.15,1656.3599149916,1726.105232592,1294.0570245704,1594.5388134946,4
ENSMUSG00000026616.16,7.8780495362,18.9572250978,13.9682331102,10.8943645642,4
ENSMUSG00000047657.6,13.7865866884,1.9954973787,11.9727712374,17.8271420142,4
ENSMUSG00000020038.10,818.3323955755,971.8072234362,1198.2748546716,672.4794126477,4
ENSMUSG00000070870.6,0,0,1.9954618729,0,0
ENSMUSG00000038135.4,8.8628057283,14.9662303404,6.9841165551,0.9903967786,4
ENSMUSG00000033488.11,0,0,0,1.9807935571,2
ENSMUSG00000001622.15,0,0,1.9954618729,0,0
ENSMUSG00000024576.14,11472.4096371298,11322.4521268517,11874.9936055794,10769.574570149,4
ENSMUSG00000025162.18,7310.8299696181,7514.0453795665,6907.2912730151,5772.0324254946,4
ENSMUSG00000027447.6,8482.6898381318,7877.2259024934,6618.9470323823,6662.3991294273,4
ENSMUSG00000052928.9,841.9665441842,1195.3029298527,1254.1477871125,724.9704419118,4
ENSMUSG00000038545.13,7943.0434449003,7785.4330230723,6177.9499584732,4461.7374874491,4
ENSMUSG00000025193.14,109.3079373151,103.7658636934,120.72544331,121.8188037639,4
ENSMUSG00000029380.11,185.1341641013,88.799633353,124.7163670557,80.222139064,4
ENSMUSG00000061353.11,4139.915031287,3107.9871673549,2790.6534292393,2295.7397327208,4
ENSMUSG00000044365.15,15.7560990725,6.9842408255,39.9092374578,32.6830936927,4
ENSMUSG00000038567.5,3.9390247681,0,0,1.9807935571,3
ENSMUSG00000026170.6,0,6.9842408255,0,0,1
ENSMUSG00000022818.13,0,0,7.9818474916,6.93277745,4
