,EV_0hr_ser_rep1,EV_0hr_ser_rep2,EV_2hr_ser_rep1,EV_2hr_ser_rep2,EV_6hr_ser_rep1,EV_6hr_ser_rep2,EV_12hr_ser_rep1,EV_12hr_ser_rep2
ENSMUSG00000116852.1,6.890341461,0.9870259196,5.897641826,3.9576385919,0.9816966056,6.8598265384,3.990623307,1.9966355759
ENSMUSG00000032611.9,13.7806829221,2.9610777588,13.7611642606,20.7776026073,14.7254490843,23.5194052747,8.9789024409,16.9714023949
ENSMUSG00000049476.12,0,0,0,0,0,0,0,1.9966355759
ENSMUSG00000099923.2,39.3733797773,7.8962073567,40.3005524775,24.7352411991,17.6705389012,21.5594548351,18.9554607085,15.9730846069
ENSMUSG00000101009.6,6.890341461,0,0,0,1.9633932112,1.9599504396,0,0
ENSMUSG00000100585.1,0,0,0,8.9046868317,0.9816966056,0,1.9953116535,0
ENSMUSG00000101505.1,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000008307.11,64.9660766326,61.1956070142,60.9422988684,44.5234341584,47.1214370698,25.4793557142,55.8687262987,52.9108427605
ENSMUSG00000097267.2,181.1175469756,107.5858252347,134.6628216932,112.792699868,106.0232334071,101.9174228569,95.7749593691,97.8351432175
ENSMUSG00000099384.6,23.6240278664,18.7534924721,3.9317612173,2.9682289439,0,13.7196530769,1.9953116535,3.9932711517
ENSMUSG00000087047.8,0,0,7.8635224346,0,0,0,0,0
ENSMUSG00000029837.2,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000086632.1,0,0,2.948820913,0,0.9816966056,0,0,0
ENSMUSG00000097527.2,0,10.8572851154,0,0,4.9084830281,0,0,0
ENSMUSG00000096935.5,17.7180208998,19.7405183917,5.897641826,14.8411447195,15.7071456899,0,10.9742140944,14.974766819
ENSMUSG00000112028.1,0,8.8832332763,0,0,0,0,0,0
ENSMUSG00000047129.11,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000100593.1,0,0,2.948820913,0,0,0,0,0
ENSMUSG00000045391.4,0,3.9481036783,0,8.9046868317,0,0,2.9929674803,0
ENSMUSG00000100599.2,25.5926968552,39.4810367834,28.5052688256,37.5975666227,60.8651895485,48.0187857691,26.9367073226,17.9697201828
ENSMUSG00000100717.6,0.9843344944,0,7.8635224346,3.9576385919,1.9633932112,0,0,1.9966355759
ENSMUSG00000086275.1,0.9843344944,0,0,0,1.9633932112,0,0,0.9983177879
ENSMUSG00000117800.1,0,1.9740518392,0,0,0.9816966056,0,0,0
ENSMUSG00000087685.1,15.7493519109,9.8702591958,0,0,15.7071456899,19.5995043956,9.9765582676,2.9949533638
ENSMUSG00000108676.1,0,0,0,0,0,1.9599504396,0,0
ENSMUSG00000029526.5,0,0.9870259196,0,0,0,0,0,0
ENSMUSG00000085614.1,59.060069666,64.156684773,14.7441045649,16.8199640154,8.8352694506,11.7597026373,32.9226422831,31.9461692139
ENSMUSG00000040822.7,680.175135653,662.2943920412,739.171108856,686.6502956874,818.7349690884,944.6961118662,773.1832657404,784.6777813158
ENSMUSG00000099354.6,0,1.9740518392,0,1.9788192959,0,0.9799752198,0,1.9966355759
ENSMUSG00000085197.7,47.2480557328,53.2993996576,5.897641826,0.989409648,2.9450898169,1.9599504396,12.9695257479,30.9478514259
ENSMUSG00000018479.12,0,0,0,1.9788192959,2.9450898169,0,0.9976558268,2.9949533638
ENSMUSG00000107802.1,7.8746759555,9.8702591958,9.8294030433,10.8835061276,2.9450898169,3.9199008791,10.9742140944,10.9814956673
ENSMUSG00000100182.6,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000100844.1,1.9686689889,3.9481036783,0,0.989409648,0,18.6195291758,0,3.9932711517
ENSMUSG00000089745.1,0,0,0.9829403043,0,4.9084830281,4.8998760989,0,1.9966355759
ENSMUSG00000071653.9,10.8276794388,1.9740518392,14.7441045649,17.8093736634,33.3776845911,18.6195291758,32.9226422831,29.949533638
ENSMUSG00000078607.5,18.7023553942,26.6496998288,0,3.9576385919,16.6888422956,0,12.9695257479,18.9680379707
ENSMUSG00000087595.1,35.4360417996,29.6107775875,37.3517315645,16.8199640154,25.5241117462,36.2590831318,25.9390514958,32.9444870018
ENSMUSG00000099825.1,12.7963484276,9.8702591958,0,14.8411447195,0,1.9599504396,6.9835907873,1.9966355759
ENSMUSG00000028177.13,0,6.9091814371,0,0,0,1.9599504396,0.9976558268,0
ENSMUSG00000022507.6,2658.6874694626,2810.062793057,3380.33170659,3660.815697469,3184.6237886364,3322.115995048,2555.9942281639,2542.7154058667
ENSMUSG00000097412.2,222.4595957418,209.2494949519,74.7034631291,60.3539885258,117.8035926746,97.9975219778,223.4749051947,279.5289806214
ENSMUSG00000117434.1,1.9686689889,3.9481036783,0,0,4.9084830281,0,2.9929674803,0
ENSMUSG00000086390.7,14.7650174165,19.7405183917,0,0.989409648,5.8901796337,14.6996282967,10.9742140944,15.9730846069
ENSMUSG00000097115.2,3.9373379777,10.8572851154,0.9829403043,0,1.9633932112,6.8598265384,5.9859349606,6.9882245155
ENSMUSG00000089997.2,0.9843344944,0,0,8.9046868317,0,0,0.9976558268,0
ENSMUSG00000087331.8,14.7650174165,22.7015961504,4.9147015216,4.9470482398,2.9450898169,6.8598265384,24.941395669,26.9545802742
ENSMUSG00000044145.2,26.5770313497,44.4161663813,7.8635224346,27.703470143,22.5790219293,21.5594548351,20.950772362,24.9579446983
ENSMUSG00000101970.7,69.8877491047,114.4950066718,97.3110901286,96.9621455005,93.261177534,104.8573485163,70.8335637001,96.8368254296
ENSMUSG00000044148.6,1289.4781877068,1430.2005574779,1276.8394553243,1004.2507926841,842.2956876233,732.0414891743,1022.5972224309,1057.2185374216
ENSMUSG00000097101.3,18.7023553942,2.9610777588,7.8635224346,0,9.8169660562,6.8598265384,9.9765582676,0.9983177879
ENSMUSG00000054091.9,1645.8072746914,1708.5418668007,2555.6447912573,2702.0777485913,2358.035246703,2495.996884775,3250.3626835901,2953.0240167074
ENSMUSG00000102112.1,1.9686689889,3.9481036783,0.9829403043,0,9.8169660562,0,9.9765582676,5.9899067276
ENSMUSG00000100680.1,32.4830383163,62.1826329338,9.8294030433,18.7987833113,15.7071456899,24.4993804945,25.9390514958,20.9646735466
ENSMUSG00000100277.8,2.9530034833,0,0,0,0,0,0,0
ENSMUSG00000035372.2,1527.6871353595,1419.3432723625,5341.2976137278,5506.0646909229,3840.3971211916,4335.4103722986,2869.2581577671,2813.2595263967
ENSMUSG00000073155.12,1293.4155256845,1403.5508576491,1258.1635895421,1344.6077115839,1311.5466651104,1241.6286034589,1067.4917346352,1259.8770483721
ENSMUSG00000117861.1,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000086340.1,5.9060069666,2.9610777588,0,0.989409648,0.9816966056,0.9799752198,3.990623307,12.9781312431
ENSMUSG00000108207.2,538.4309684547,314.8612683474,137.6116426062,122.6867963476,245.4241514054,201.8748952743,312.2662737765,317.4650565629
ENSMUSG00000027713.6,6.890341461,0,4.9147015216,5.9364578878,5.8901796337,0,6.9835907873,0.9983177879
ENSMUSG00000084925.8,24.6083623608,23.68862207,16.7099851736,18.7987833113,18.6522355068,19.5995043956,17.9578048817,11.9798134552
ENSMUSG00000117442.1,3.9373379777,8.8832332763,2.948820913,0,6.8718762394,0,0.9976558268,1.9966355759
ENSMUSG00000087165.7,238.2089476527,214.1846245498,183.8098369097,161.2737726182,117.8035926746,88.19776978,172.5944580298,194.671968647
ENSMUSG00000051606.5,0.9843344944,0,0.9829403043,0.989409648,0.9816966056,0,1.9953116535,0.9983177879
ENSMUSG00000042041.7,3.9373379777,1.9740518392,0,1.9788192959,0,0,12.9695257479,3.9932711517
ENSMUSG00000044694.2,57.0914006771,65.1437106926,11.795283652,12.8623254235,13.7437524787,30.3792318131,37.910921417,40.9310293053
ENSMUSG00000100860.1,0,0,0.9829403043,0,0,0,0.9976558268,0
ENSMUSG00000102047.1,0,0.9870259196,0,0,0,1.9599504396,0,0
ENSMUSG00000091575.2,2.9530034833,0,0,0,0,5.8798513187,0.9976558268,0.9983177879
ENSMUSG00000104368.1,1.9686689889,0,0,0.989409648,4.9084830281,0,1.9953116535,0.9983177879
ENSMUSG00000117376.1,0,0,0,0,0.9816966056,0,1.9953116535,0
ENSMUSG00000029384.5,5.9060069666,3.9481036783,0,0,4.9084830281,3.9199008791,0,3.9932711517
ENSMUSG00000098434.1,1.9686689889,0.9870259196,0,0,0.9816966056,0,0,0
ENSMUSG00000097755.2,22.639693372,13.8183628742,7.8635224346,5.9364578878,9.8169660562,18.6195291758,12.9695257479,33.9428047897
ENSMUSG00000063018.6,76.7780905657,110.5469029935,80.601104955,57.3857595819,112.8951096465,106.8172989558,241.4327100764,193.6736508591
ENSMUSG00000101268.6,6.890341461,1.9740518392,0,0,0,0,0,5.9899067276
ENSMUSG00000074829.10,459.6842089,432.317352778,125.8163589542,80.1421814851,262.112993701,246.9537553841,264.3787940919,315.468420987
ENSMUSG00000100691.1,268.7233169801,288.2115685187,103.2087319546,152.3690857865,180.6321754344,181.295415659,300.2944038553,320.4600099267
ENSMUSG00000089983.2,0,0,0,0,0,0.9799752198,0,0.9983177879
ENSMUSG00000030587.5,172.2585365257,196.4181579973,286.03562856,340.3569188998,321.0147900383,291.0526402741,352.1725068469,286.5172051369
ENSMUSG00000013083.8,0,0,2.948820913,0,0,0,0,0
ENSMUSG00000074217.8,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000101791.1,18.7023553942,3.9481036783,4.9147015216,0,0,0,1.9953116535,5.9899067276
ENSMUSG00000021550.6,3.9373379777,0,0,10.8835061276,1.9633932112,0,6.9835907873,0
ENSMUSG00000029559.15,1247.1518044462,1303.8612397711,707.7170191174,605.5187045543,761.7965659623,833.9589120312,1027.5855015647,1144.0721849718
ENSMUSG00000113800.1,4.9216724722,8.8832332763,4.9147015216,0,0,0,0,0
ENSMUSG00000109036.1,20.6710243831,10.8572851154,4.9147015216,0,9.8169660562,4.8998760989,3.990623307,9.9831778793
ENSMUSG00000039563.6,4.9216724722,6.9091814371,12.7782239563,10.8835061276,13.7437524787,6.8598265384,12.9695257479,7.9865423035
ENSMUSG00000087380.7,186.0392194478,122.3912140285,89.447567694,100.9197840924,137.437524787,133.2766298898,103.7562059832,146.7527148262
ENSMUSG00000071252.6,160.4465225925,199.3792357561,208.3833445179,126.6444349395,150.1995806601,188.1552421974,211.5030352735,262.5575782265
ENSMUSG00000081766.3,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000085563.2,20.6710243831,14.8053887938,21.6246866953,6.9258675358,9.8169660562,0,0.9976558268,6.9882245155
ENSMUSG00000107216.1,21.6553588775,3.9481036783,4.9147015216,5.9364578878,13.7437524787,13.7196530769,1.9953116535,20.9646735466
ENSMUSG00000078894.9,5.9060069666,9.8702591958,8.846462739,4.9470482398,2.9450898169,8.819776978,3.990623307,6.9882245155
ENSMUSG00000101773.1,0,0,0,0,0,0,0,0.9983177879
ENSMUSG00000032403.8,57.0914006771,75.0139698884,88.4646273897,35.6187473267,79.5174250553,95.0575963185,82.8054336212,106.8200033089
ENSMUSG00000097354.7,339.5954005793,256.626739092,32.4370300429,92.0150972607,53.9933133092,82.3179184614,103.7562059832,73.8755163071
ENSMUSG00000053353.5,0,0.9870259196,0,4.9470482398,1.9633932112,3.9199008791,4.9882791338,0
ENSMUSG00000112701.1,1.9686689889,0,0,0,0,0,0,1.9966355759
ENSMUSG00000097178.7,52.1697282049,76.000995808,54.0617167381,8.9046868317,159.0348501107,78.3980175823,112.7351084241,86.8536475502
ENSMUSG00000110916.1,0,0,0,0,1.9633932112,0,0,0
ENSMUSG00000098332.2,162.4151915814,119.4301362697,61.9252391728,78.1633621892,59.8834929429,101.9174228569,96.7726151959,84.8570119744
ENSMUSG00000079283.2,424.2481671005,450.0838193305,383.3467186886,425.4461486248,364.2094406856,322.411847307,362.1490651146,417.2968353562
ENSMUSG00000097162.2,144.6971706816,125.3522917872,80.601104955,101.9091937404,42.2129540417,53.8986370878,42.8992005508,68.8839273674
ENSMUSG00000020133.8,1692.0709959297,1502.2534496076,2260.7626999584,2549.7086628047,2813.5424717114,2198.0844179624,2331.5216671424,2476.8264318631
ENSMUSG00000085945.3,61.0287386548,69.0918143709,20.6417463909,16.8199640154,19.6339321124,21.5594548351,23.9437398423,17.9697201828
ENSMUSG00000097729.2,326.7990521516,295.1207499558,123.8504783455,110.813880572,101.114750379,117.5970263734,195.5405420453,215.6366421936
ENSMUSG00000099411.1,1.9686689889,0,0,0,0,0.9799752198,0,0
ENSMUSG00000070574.2,0,0.9870259196,0,0,1.9633932112,0,2.9929674803,0
ENSMUSG00000100410.1,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000049643.15,607.3343830649,693.8792214679,820.7551541153,753.930151749,745.1077236668,893.7374004377,981.6933335337,957.3867586283
ENSMUSG00000031983.7,6756.4719697857,7027.6245474415,5385.5299274227,5890.9450439812,8458.2979540354,9244.1062481674,7669.9779961451,8181.2142721154
ENSMUSG00000078519.3,3.9373379777,32.5718553463,8.846462739,0.989409648,23.5607185349,18.6195291758,12.9695257479,7.9865423035
ENSMUSG00000099447.1,0,0,2.948820913,0,0,0,0,0
ENSMUSG00000032062.2,0,0,4.9147015216,3.9576385919,6.8718762394,0,3.990623307,0
ENSMUSG00000020441.6,328.7677211405,397.7714455925,471.8113460783,463.0437152474,308.2527341652,329.2716738455,466.9029269245,421.290106508
ENSMUSG00000099655.2,20.6710243831,54.2864255771,31.4540897386,77.1739525412,48.1031336755,11.7597026373,34.9179539367,45.9226182449
ENSMUSG00000100157.6,3.9373379777,1.9740518392,2.948820913,18.7987833113,0.9816966056,0,0,0
ENSMUSG00000062619.6,977.4441529716,957.4151419969,772.5910792032,695.5549825191,925.7398991011,770.2605227456,885.9183741645,1354.7172382258
ENSMUSG00000100550.2,0,0,0.9829403043,0,0,0,0.9976558268,0
ENSMUSG00000072852.4,2.9530034833,1.9740518392,9.8294030433,0.989409648,4.9084830281,0,1.9953116535,1.9966355759
ENSMUSG00000101655.1,3.9373379777,0,0,1.9788192959,8.8352694506,0,0.9976558268,0
ENSMUSG00000101746.1,0,6.9091814371,0,0,0,0,0,0
ENSMUSG00000097768.2,7.8746759555,7.8962073567,0,11.8729157756,4.9084830281,5.8798513187,0,1.9966355759
ENSMUSG00000108732.1,62.0130731493,102.6506956368,25.5564479126,19.7881929593,26.5058083518,55.8585875274,17.9578048817,39.9327115173
ENSMUSG00000100783.1,7.8746759555,0.9870259196,2.948820913,0,1.9633932112,0,0.9976558268,0.9983177879
ENSMUSG00000040177.10,398.6554702452,527.0718410581,1378.0823066703,1375.2794106708,1040.5984019589,976.0553188991,874.9441600701,801.6491837106
ENSMUSG00000085379.1,145.681505176,163.846302651,110.0893140849,63.3222174697,97.1879639565,88.19776978,133.6858807861,136.7695369469
ENSMUSG00000050705.15,465.5902158666,391.849290075,393.1761217319,487.7789564465,604.7251090629,631.1040415371,731.2817210164,634.9301131257
ENSMUSG00000100084.2,47.2480557328,23.68862207,8.846462739,10.8835061276,18.6522355068,15.6796035165,43.8968563775,28.9512158501
ENSMUSG00000100291.6,4.9216724722,0,0,0,0,0,0,0
ENSMUSG00000105858.1,4.9216724722,8.8832332763,0,0,1.9633932112,9.7997521978,11.9718699211,22.9613091225
ENSMUSG00000045411.16,3210.8991208393,2760.7114970778,6258.3809176675,6191.7255769624,5836.1863204202,5542.7398430653,4276.9505293281,3946.3502157013
ENSMUSG00000116947.1,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000036873.13,565.0079998043,657.3592624433,1461.6322325383,1401.0040615179,824.6251487221,820.2392589543,594.6028727501,672.8661890672
ENSMUSG00000071398.8,6.890341461,0,3.9317612173,0,0,0,5.9859349606,0
ENSMUSG00000086841.1,7823.4905617507,7370.1225415373,3382.2975871987,3179.9626085582,1555.0074233046,1524.8414419748,1644.1368025035,1767.0224846424
ENSMUSG00000099528.1,11.8120139332,6.9091814371,0,0,0,1.9599504396,0.9976558268,2.9949533638
ENSMUSG00000038311.13,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000073164.11,26.5770313497,14.8053887938,8.846462739,13.8517350715,7.853572845,9.7997521978,17.9578048817,13.9764490311
ENSMUSG00000100572.1,50.2010592161,31.5848294267,14.7441045649,13.8517350715,22.5790219293,20.5794796153,9.9765582676,10.9814956673
ENSMUSG00000100017.2,307.112362263,291.1726462774,85.5158064767,86.0786393729,124.6754689139,141.1164316481,162.6178997622,197.6669220108
ENSMUSG00000054379.7,3.9373379777,0,0,0,0,0,0,0
ENSMUSG00000044387.5,0,0,2.948820913,3.9576385919,0,6.8598265384,0,3.9932711517
ENSMUSG00000032840.7,1254.0421459072,1110.4041595325,1794.8489957061,1969.9146090975,1451.9292797143,1550.3207976891,1092.4331303042,1240.9090104014
ENSMUSG00000096917.2,124.0261462985,98.7025919584,8.846462739,27.703470143,62.8285827598,33.3191574725,81.8077777945,98.8334610054
ENSMUSG00000073236.4,206.7102438309,207.2754431127,67.8228809988,62.3328078218,83.4442114778,98.9774971976,131.6905691326,101.8284143692
ENSMUSG00000071632.10,206.7102438309,266.4969982878,115.0040156066,104.8774226842,128.6022553364,133.2766298898,242.4303659031,208.6484176781
ENSMUSG00000043391.10,588.6320276707,533.9810224952,516.0436597731,487.7789564465,349.4839916013,343.9713021421,299.2967480286,285.518887349
ENSMUSG00000106825.1,18.7023553942,12.8313369546,12.7782239563,8.9046868317,4.9084830281,21.5594548351,2.9929674803,12.9781312431
ENSMUSG00000104891.1,18.7023553942,17.7664665525,12.7782239563,10.8835061276,1.9633932112,4.8998760989,5.9859349606,7.9865423035
ENSMUSG00000044496.6,2401.7761664157,2252.3931484918,3641.7938275417,4128.8064609562,3138.4840481722,2668.4725234559,2250.7115451747,2429.9054958303
ENSMUSG00000066175.2,15.7493519109,30.5978035071,3.9317612173,15.8305543674,30.4325947743,5.8798513187,28.9320189761,28.9512158501
ENSMUSG00000116797.1,0,0.9870259196,0.9829403043,0,1.9633932112,0,0,1.9966355759
ENSMUSG00000039798.2,7.8746759555,6.9091814371,0.9829403043,0.989409648,2.9450898169,15.6796035165,0.9976558268,1.9966355759
ENSMUSG00000100303.3,0,1.9740518392,0,0,0,0,0,1.9966355759
ENSMUSG00000103828.1,3.9373379777,0,0,0.989409648,0,0,0,0
ENSMUSG00000052419.7,1422.3633444552,1639.4500524298,1049.7802450242,1162.5563363584,1731.7128123164,1724.7563868096,2060.1592822632,1839.8996831615
ENSMUSG00000031242.7,1341.6479159117,1662.1516485803,898.4074381574,851.8817068975,1240.8645095057,1288.6674140083,894.8972766054,1029.2656393595
ENSMUSG00000071793.12,1377.0839577113,1459.8113350654,2395.4255216516,2371.6149261711,1806.3217543437,1701.2369815349,1247.0697834523,1011.2959191767
ENSMUSG00000060301.6,2345.669100233,2182.3143082013,352.8755692544,338.3780996039,754.924689723,929.9964835695,927.8199188885,943.4103095972
ENSMUSG00000102474.1,0,0,3.9317612173,0,0,0,3.990623307,0
ENSMUSG00000107909.1,10.8276794388,1.9740518392,14.7441045649,1.9788192959,9.8169660562,1.9599504396,0,9.9831778793
ENSMUSG00000097537.2,36.420376294,51.3253478184,60.9422988684,17.8093736634,36.322774408,40.1789840109,133.6858807861,76.8704696709
ENSMUSG00000091474.2,559.1019928377,532.9939965756,1316.1570674975,1161.5669267104,909.0510568056,745.7611422512,989.6745801478,864.5432043505
ENSMUSG00000099957.3,7.8746759555,6.9091814371,0,0,0.9816966056,0,0,1.9966355759
ENSMUSG00000087013.7,0.9843344944,0,0,1.9788192959,0.9816966056,0,0,0
ENSMUSG00000110997.1,25.5926968552,27.6367257484,0,2.9682289439,8.8352694506,11.7597026373,6.9835907873,20.9646735466
ENSMUSG00000085562.7,0,0,0,0,0,1.9599504396,3.990623307,0
ENSMUSG00000009114.17,0,0,0,0,0,1.9599504396,0,0
ENSMUSG00000087259.7,61.0287386548,78.9620735668,220.1786281699,219.6489418481,75.5906386329,95.0575963185,46.8898238578,40.9310293053
ENSMUSG00000097536.2,230.3342716972,157.9241471335,76.6693437377,63.3222174697,85.4076046891,85.2578441207,84.8007452748,116.8031811882
ENSMUSG00000079388.9,8.8590104499,8.8832332763,13.7611642606,42.5446148625,27.4875049574,13.7196530769,14.9648374014,12.9781312431
ENSMUSG00000071302.10,742.1882088022,794.5558652655,385.3125992973,349.2616057315,456.488921614,477.247932032,716.316883615,660.886375612
ENSMUSG00000079671.8,11.8120139332,10.8572851154,0.9829403043,3.9576385919,9.8169660562,4.8998760989,2.9929674803,9.9831778793
ENSMUSG00000084860.1,6.890341461,0,2.948820913,1.9788192959,4.9084830281,0,0.9976558268,0
ENSMUSG00000085236.3,3.9373379777,0.9870259196,2.948820913,0,0,0,0,1.9966355759
ENSMUSG00000107479.1,0,6.9091814371,0,0,0,0,0,0
ENSMUSG00000059482.15,600.4440416039,597.1506813486,530.7877643381,608.4869334982,577.2376041055,559.5658504933,595.6005285768,677.8577780069
ENSMUSG00000100164.1,107.2924598932,146.0798360985,70.7717019117,43.5340245104,52.0299200979,95.0575963185,72.8288753536,93.8418720658
ENSMUSG00000108614.1,16.7336864054,9.8702591958,37.3517315645,25.7246508471,9.8169660562,6.8598265384,21.9484281888,13.9764490311
ENSMUSG00000085936.7,259.8643065302,166.8073804098,137.6116426062,139.506760363,144.3094010264,143.0763820876,113.7327642509,97.8351432175
ENSMUSG00000097040.6,5.9060069666,1.9740518392,37.3517315645,28.692879791,7.853572845,4.8998760989,8.9789024409,7.9865423035
ENSMUSG00000114532.1,0,1.9740518392,0,0,0.9816966056,0,0,0
ENSMUSG00000049916.12,45.2793867439,99.689617878,45.2152539992,43.5340245104,128.6022553364,99.9574724174,110.7397967706,114.8065456124
ENSMUSG00000010277.7,5613.6596217494,6542.0077950059,5375.7005243794,5579.2810048723,5635.9202128734,5134.0901764178,7324.7890800855,6309.36841974
ENSMUSG00000085882.1,39.3733797773,32.5718553463,4.9147015216,0.989409648,6.8718762394,3.9199008791,29.9296748029,4.9915889397
ENSMUSG00000106691.1,121.0731428152,58.2345292555,72.7375825204,50.4598920462,48.1031336755,36.2590831318,44.8945122043,58.9007494881
ENSMUSG00000086328.1,107.2924598932,104.624747476,21.6246866953,29.6822894389,19.6339321124,44.09888489,39.9062330705,84.8570119744
ENSMUSG00000097180.5,98.4334494433,72.0528921297,237.8715536478,294.8440750934,253.2777242504,161.6959112634,412.0318564526,317.4650565629
ENSMUSG00000097787.2,85.6371010156,76.000995808,32.4370300429,35.6187473267,53.9933133092,101.9174228569,51.8781029916,75.8721518829
ENSMUSG00000034601.17,504.9635956439,614.9171479011,80.601104955,50.4598920462,332.7951493057,253.8135819225,696.3637670798,695.8274981897
ENSMUSG00000117042.1,67.9190801159,76.000995808,26.5393882169,32.6505183828,31.4142913799,41.1589592307,30.9273306296,34.9411225777
ENSMUSG00000024273.8,313.0183692296,425.4081713409,498.3507342952,324.5263645324,432.9282030791,433.1490471419,327.2311111779,309.4785142594
