,EV_0hr_ser_rep1,EV_0hr_ser_rep2,EV_2hr_ser_rep1,EV_2hr_ser_rep2,EV_6hr_ser_rep1,EV_6hr_ser_rep2,EV_12hr_ser_rep1,EV_12hr_ser_rep2
ENSMUSG00000025134.2,2029.6977275201,2297.7963407927,4283.653846269,4690.7911410001,3453.6086585767,4448.1075225731,5539.9828060086,5845.1506483509
ENSMUSG00000060244.1,54.1383971938,23.68862207,41.2834927818,35.6187473267,39.2678642249,48.9987609889,25.9390514958,36.9377581535
ENSMUSG00000022244.7,528.5876235103,551.7474890477,554.378331642,410.6050039053,810.8813962434,804.5596554379,741.2582792841,676.8594602189
ENSMUSG00000028356.4,0,0,0,5.9364578878,0,0,0,0
ENSMUSG00000040506.16,2081.867455725,1981.9480465256,2111.3557737003,2226.1717079203,2369.8156059705,2510.6965130717,1831.6960979348,1830.9148230701
ENSMUSG00000075232.6,7603.9839694922,6672.295216391,8529.9559609735,8713.7307696241,8918.7136620719,9426.3816390462,10743.7555983984,8381.8761474901
ENSMUSG00000063953.3,610.2873865482,583.3323184744,732.2905267257,750.9619228051,702.894769625,682.0627529656,702.3497020403,686.8426380983
ENSMUSG00000036820.12,646.7077628422,659.3333142824,516.0436597731,603.5398852584,470.2326740927,291.0526402741,447.9474662161,559.0579612428
ENSMUSG00000083823.3,2.9530034833,0,2.948820913,0,0.9816966056,4.8998760989,0.9976558268,0
ENSMUSG00000060096.5,21.6553588775,18.7534924721,27.5223285212,13.8517350715,19.6339321124,33.3191574725,33.9202981099,19.9663557587
ENSMUSG00000019836.5,41.3420487662,48.3642700596,43.2493733905,50.4598920462,59.8834929429,59.7784884065,53.8734146451,31.9461692139
ENSMUSG00000117642.1,1.9686689889,0,0,0,0,0,0.9976558268,9.9831778793
ENSMUSG00000050332.7,1166.4363759027,1327.5498618411,352.8755692544,364.102750451,587.0545701617,672.2630007678,759.2160841658,643.9149732171
ENSMUSG00000045174.10,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000031751.14,5678.6256983819,5451.344153865,8619.4035286675,8576.2028285571,8165.7523655602,8589.4828013556,6820.9728875708,6996.2110578383
ENSMUSG00000035262.5,15.7493519109,14.8053887938,2.948820913,1.9788192959,25.5241117462,24.4993804945,17.9578048817,32.9444870018
ENSMUSG00000023047.11,8.8590104499,8.8832332763,7.8635224346,16.8199640154,8.8352694506,9.7997521978,11.9718699211,24.9579446983
ENSMUSG00000050947.9,223.4439302362,242.8083762178,32.4370300429,33.6399280308,47.1214370698,29.3992565933,134.6835366129,148.7493504021
ENSMUSG00000048218.6,1947.9979644822,2196.1326710755,92.396388607,95.9727358526,460.4157080365,186.1952917579,683.3942413319,405.317021901
ENSMUSG00000032593.5,129.9321532651,93.7674623605,273.2574046037,308.695810165,240.5156683773,323.3918225268,51.8781029916,101.8284143692
ENSMUSG00000042225.3,470.5118883388,524.1107632994,3148.3577947682,2737.696495918,1041.5800985645,1224.9690247227,1056.5175205408,1119.1142402735
ENSMUSG00000041915.9,910.5094073502,907.0768200981,1017.3432149813,1185.3127582616,989.5501784665,967.235541921,797.1270055827,724.7787140398
ENSMUSG00000021278.7,4.9216724722,3.9481036783,13.7611642606,10.8835061276,8.8352694506,25.4793557142,3.990623307,10.9814956673
ENSMUSG00000068250.13,654.5824387977,611.9560701424,378.432017167,287.9182075577,353.4107780238,248.9137058237,277.3483198398,258.5643070748
ENSMUSG00000041688.16,9127.7337668739,8230.8091434149,1916.733593443,2226.1717079203,3448.7001755486,5467.2817511424,4886.5182394795,5146.3281967974
ENSMUSG00000013076.17,4502.3459775349,5354.6156137458,4291.5173687037,4182.2345819463,4930.0803534315,6135.6248510311,4454.5332664917,4429.5360250612
ENSMUSG00000032531.15,22582.6019712737,16930.4555986325,20290.8367022789,26288.6143464191,39469.1120290151,38089.6768423377,23342.153378747,19830.584539512
ENSMUSG00000070385.12,1.9686689889,0,0.9829403043,0,0,0,0,0
ENSMUSG00000027889.17,2368.3087936049,1892.1286878434,4568.7065345247,4385.0635597791,4785.7709524051,4404.9886129029,3711.2796755541,3277.4772977858
ENSMUSG00000005686.17,1357.3972678226,893.2584572239,307.6603152552,438.3084740483,972.861336171,744.7811670314,676.4106505445,499.1588939668
ENSMUSG00000032607.12,178.1645434923,171.7425100077,43.2493733905,29.6822894389,41.2312574361,146.9962829667,46.8898238578,65.8889740036
ENSMUSG00000074264.12,8.8590104499,10.8572851154,0,5.9364578878,0,4.8998760989,3.990623307,1.9966355759
ENSMUSG00000050022.16,43.310717755,42.4421145421,12.7782239563,15.8305543674,22.5790219293,9.7997521978,25.9390514958,16.9714023949
ENSMUSG00000020610.17,1665.49396458,1668.0738040978,1236.5389028468,1232.8044213639,1303.6930922654,1117.1717505471,1186.2127780198,1398.6432208949
ENSMUSG00000014355.10,6411.9548967343,6330.7842482148,6569.97299414,6464.8026398006,9007.0663565779,9525.3591362438,9537.5897038433,8939.9357909449
ENSMUSG00000036977.8,448.8565294613,450.0838193305,524.8901225121,538.2388484927,697.0045899913,636.9838928558,517.7833740894,580.0226347894
ENSMUSG00000025135.12,2255.1103267452,2206.0029302713,2102.5093109613,2205.3941053131,2032.1119736366,2060.8878871935,2632.8137268245,2934.0559787367
ENSMUSG00000035048.13,941.0237766776,1166.6646369489,649.723541162,658.9468255444,630.249220809,614.4444628009,656.4575340093,677.8577780069
ENSMUSG00000030649.18,147.6501741649,220.1067800673,176.9292547794,263.1829663586,259.1679038841,250.8736562632,423.006070547,418.2951531442
ENSMUSG00000074780.2,3.9373379777,7.8962073567,2.948820913,18.7987833113,4.9084830281,26.459330934,22.9460840155,18.9680379707
ENSMUSG00000020107.10,2173.4105637073,1730.2564370316,1575.6533078406,1701.7845944991,1772.9440697526,1661.057997524,1769.8414366755,1778.0039803097
ENSMUSG00000026965.12,6297.7720953801,6309.069677984,3373.4511244597,4263.3661730794,4461.81107255,4041.4178063652,4351.7747163352,4670.1306119531
ENSMUSG00000029176.13,3176.4474135342,3631.2683581513,3274.1741537224,3305.6176338497,4066.1873404845,4008.0986488927,3482.8164912256,3401.2687034896
ENSMUSG00000029472.13,12472.502378956,12902.4028208082,10086.9334030318,10453.1129307459,7777.9822063397,8973.6330875087,11237.5952326455,11137.2332421867
ENSMUSG00000029466.11,2075.9614487585,1811.1925624375,1823.3542645317,2071.8238028379,2072.3615344671,2030.5086553804,2169.901423207,1999.6305292309
ENSMUSG00000072115.11,4.9216724722,21.7145702309,4.9147015216,11.8729157756,5.8901796337,5.8798513187,3.990623307,4.9915889397
ENSMUSG00000047894.2,0,0,0,0,1.9633932112,1.9599504396,0,0
ENSMUSG00000060615.5,0,0,0,0,0,0,0.9976558268,0
ENSMUSG00000021257.14,232.3029406861,250.7045835745,78.6352243464,83.110410429,103.0781435903,103.8773732965,170.5991463763,131.7779480072
ENSMUSG00000026634.16,1576.9038600811,1515.0847865622,1316.1570674975,1304.0419160173,1357.6864055746,1257.3082069754,1265.027588334,1244.9022815531
ENSMUSG00000022309.9,162.4151915814,232.9381170219,115.0040156066,136.5385314191,10.7986626618,18.6195291758,19.9531165352,37.9360759415
ENSMUSG00000031465.6,106.3081253987,122.3912140285,50.1299555208,18.7987833113,27.4875049574,18.6195291758,28.9320189761,37.9360759415
ENSMUSG00000027460.7,10.8276794388,17.7664665525,14.7441045649,48.4810727503,15.7071456899,0,12.9695257479,20.9646735466
ENSMUSG00000033544.6,0,0,0,5.9364578878,0,0,0,0
ENSMUSG00000004105.8,6492.6703252777,8224.8869878974,9342.8475926542,8775.0741677979,14553.6521783397,13694.1737211801,9201.3796902245,8597.5127896837
ENSMUSG00000028553.12,10.8276794388,14.8053887938,11.795283652,5.9364578878,5.8901796337,0,0.9976558268,0
ENSMUSG00000002289.16,3185.306423984,3175.2623833033,3875.7336199722,3825.0576990311,1643.3601178105,902.5571774157,1531.4016940794,1763.0292134906
ENSMUSG00000038742.7,45.2793867439,90.8063846018,27.5223285212,6.9258675358,31.4142913799,95.0575963185,24.941395669,64.8906562157
ENSMUSG00000028989.3,549.2586478934,512.2664522643,43.2493733905,59.3645788779,89.3343911116,18.6195291758,89.7890244086,34.9411225777
ENSMUSG00000047822.8,14.7650174165,21.7145702309,5.897641826,8.9046868317,1.9633932112,4.8998760989,6.9835907873,3.9932711517
ENSMUSG00000022265.7,9189.7468400232,10286.7841339094,74377.1269480231,56286.5254630574,15093.5853114316,26106.5398548903,11115.8812217805,12768.4845076701
ENSMUSG00000031543.18,38.3890452829,21.7145702309,129.7481201715,133.5703024752,23.5607185349,16.6595787362,11.9718699211,21.9629913345
ENSMUSG00000032826.18,1392.8333096222,1250.5618401135,1438.0416652344,1636.4835577334,814.8081826659,1023.0941294484,822.0684012518,941.4136740213
ENSMUSG00000069601.14,10821.7734317925,11240.251172228,10260.9138368982,10243.3580853774,13744.7341753075,12120.3335182164,11005.14142501,10088.9995648564
ENSMUSG00000039342.5,0,0,7.8635224346,0,0,0,0,0
ENSMUSG00000066510.5,0,0,0.9829403043,0,1.9633932112,0,0,0
ENSMUSG00000047117.13,0,0.9870259196,0,0,1.9633932112,0,0,0.9983177879
ENSMUSG00000074771.10,390.7807942898,456.9930007676,176.9292547794,122.6867963476,253.2777242504,172.475638681,138.6741599199,255.569353711
ENSMUSG00000047773.15,0,0,0,0.989409648,0,0,0,0
ENSMUSG00000020790.14,4391.116179664,4486.0328045114,4305.2785329643,4520.6126815502,4515.8043858592,5015.5131748247,4202.1263423209,4253.8320943848
ENSMUSG00000024483.19,1969.6533233597,1945.428087501,2107.424012483,2200.4470570732,2122.4280613538,2300.0018408194,2297.6013690325,2133.405112814
ENSMUSG00000040351.11,1932.2486125713,1843.7644177838,4062.4922777948,3696.4344447957,3394.7068622394,3657.2675202121,2895.1972092629,2778.3184038191
ENSMUSG00000032257.6,0,0,0,0,0,5.8798513187,0.9976558268,7.9865423035
ENSMUSG00000046295.13,315.9713727129,594.1896035899,104.191672259,105.8668323322,108.968323224,93.0976458789,661.4458131431,506.1471184823
ENSMUSG00000029501.14,2023.7917205535,1996.7534353194,2725.6934639064,2683.27896528,2207.8356660429,2304.9017169183,2206.8146887972,2109.4454859036
ENSMUSG00000034212.14,1.9686689889,0,2.948820913,0,0,1.9599504396,0.9976558268,3.9932711517
ENSMUSG00000036188.4,1130.0159996087,1295.9650324144,853.1921841582,739.0890070295,1008.2024139734,954.4958640639,994.6628592816,954.3918052645
ENSMUSG00000021661.16,552.2116513767,569.5139556002,277.189165821,293.8546654455,346.5389017844,431.1890967024,470.8935502316,480.190855996
ENSMUSG00000024803.9,1611.3555673862,2358.9919478069,2047.4646539189,2889.0761720566,4047.5351049777,2573.4149271375,2996.9581035926,2358.026615099
ENSMUSG00000031508.14,2424.4158597876,2001.6885649173,3377.382885677,2827.7327738828,2240.2316540284,2174.5650126878,2613.8582661161,2147.3815618451
ENSMUSG00000035569.17,8582.4124569582,7419.4738375165,13264.7794069299,12544.724926543,8712.5573748914,10794.4270458565,7980.248958268,7600.1933195381
ENSMUSG00000034647.15,1248.1361389406,1423.2913760408,1597.2779945358,1617.6847744221,965.9894599316,843.758664229,740.2606234573,869.5347932901
ENSMUSG00000041870.16,3803.4684864877,3891.8432009216,4408.4872649189,4608.6701402191,6157.2011104585,6619.7326096015,5537.987494355,5539.6654052433
ENSMUSG00000037907.16,2089.7421316805,1738.1526443883,2048.4475942232,2049.0673809347,1734.6579021333,1241.6286034589,1988.3280627364,1872.8441701633
ENSMUSG00000039988.14,2053.3217553865,2347.1476367719,3357.7240795904,3070.1381376341,2888.1514137387,3280.9570358173,2805.4081848543,2787.3032639105
ENSMUSG00000005986.16,732.3448638579,574.4490851982,336.1655840808,319.5793162926,375.0081033474,206.7747713732,278.3459756666,289.5121585007
ENSMUSG00000047909.11,1272.7445013014,1041.3123451616,1147.0913351528,1076.4776969855,919.8497194674,809.4595315368,741.2582792841,718.7888073122
ENSMUSG00000055204.15,8526.3053907756,8717.4129217701,12778.2239562867,12964.23461728,11115.750665453,10907.124196131,10816.584473752,9871.3662870869
ENSMUSG00000025172.3,5.9060069666,7.8962073567,9.8294030433,10.8835061276,1.9633932112,6.8598265384,0,3.9932711517
ENSMUSG00000024774.16,0,0,0,5.9364578878,0,0,0,0
ENSMUSG00000067653.12,24.6083623608,11.844311035,9.8294030433,21.7670122552,10.7986626618,13.7196530769,15.9624932282,15.9730846069
ENSMUSG00000054708.17,543.3526409268,514.2405041035,133.6798813888,163.2525919142,221.8634328705,258.7134580214,284.3319106271,260.5609426507
ENSMUSG00000007827.10,756.9532262187,739.2824137688,539.634227077,451.1707994719,944.3921346079,781.0402501632,1527.4110707724,1478.5086439296
ENSMUSG00000034867.16,3015.0165564472,3419.0577854406,3474.6939758057,3630.1439983821,3606.7533290536,4025.7382028487,3257.3462743774,3260.505895391
ENSMUSG00000014496.8,1924.3739366158,2078.6765866449,9542.3844744332,9934.6622752124,5239.3147842023,5425.1428166919,5447.2008141197,4188.9414381692
ENSMUSG00000109561.1,0,0,0,0,0,0,0,1.9966355759
ENSMUSG00000047034.10,12.7963484276,3.9481036783,0,3.9576385919,0,0,0,0
ENSMUSG00000022237.17,4.9216724722,3.9481036783,0,8.9046868317,1.9633932112,4.8998760989,0.9976558268,1.9966355759
ENSMUSG00000049097.9,172.2585365257,140.157680581,239.8374342565,302.7593522772,633.1943106259,622.2842645591,516.7857182626,482.1874915719
ENSMUSG00000045034.12,1.9686689889,0,0,0,0,0,0,0
ENSMUSG00000047606.4,0,0,0,12.8623254235,0,0,0,0
ENSMUSG00000038354.13,30.5143693274,33.5588812659,4.9147015216,14.8411447195,0,1.9599504396,0.9976558268,0
ENSMUSG00000020481.15,0,0,0,0,0.9816966056,0,0,0
ENSMUSG00000050914.16,55.1227316882,61.1956070142,171.0316129534,156.3267243784,91.2977843228,134.2566051096,92.7819918889,42.9276648811
ENSMUSG00000079610.9,182.10188147,179.6387173644,166.1169114317,163.2525919142,183.5772652512,231.2741518676,175.5874255101,126.7863590676
ENSMUSG00000020864.13,3288.6615458995,2952.1945254772,2879.0321513818,2613.0308802745,4098.58332847,4034.5579798267,4066.4451498813,3924.3872243668
ENSMUSG00000041343.19,315.9713727129,287.2245425991,249.6668372998,230.5324479757,137.437524787,266.5532597797,179.5780488171,171.7106595246
ENSMUSG00000052331.14,1017.8018672434,1044.2734229204,507.1971970341,530.323571309,39.2678642249,53.8986370878,199.5311653524,187.6837441315
ENSMUSG00000044835.15,0,0,0,0,0,0,0,2.9949533638
ENSMUSG00000048307.8,2737.4342290172,2676.8142939131,1055.6778868502,1375.2794106708,1901.546325089,1461.1430526892,1763.855501715,2068.5144565983
ENSMUSG00000031931.4,387.8277908065,525.0977892189,634.979436597,675.7667895598,863.893012947,828.0790607126,752.2324933784,809.6357260141
ENSMUSG00000044864.16,4524.9856709069,4488.0068563506,8095.4963464598,8838.3963852677,8367.9818663182,7301.7953625671,7003.5439038682,6630.8267474546
ENSMUSG00000014498.9,4034.7870926794,3398.3302411293,7133.197788521,6828.9053902516,4790.6794354332,5560.3793970213,4409.6387542874,3995.2677873101
ENSMUSG00000014747.6,8.8590104499,5.9221555175,5.897641826,9.8940964796,5.8901796337,23.5194052747,0,2.9949533638
ENSMUSG00000033055.12,951.8514561164,954.4540642382,806.9939898547,794.4959473156,726.45548816,927.0565579101,823.0660570785,1012.2942369646
ENSMUSG00000049985.15,60.0444041604,47.3772441401,3.9317612173,18.7987833113,15.7071456899,16.6595787362,22.9460840155,80.8637408226
ENSMUSG00000040183.13,404.5614772118,441.2005860543,446.2548981657,474.916631023,470.2326740927,354.7510295597,395.0717073977,308.4801964715
ENSMUSG00000027517.13,0.9843344944,0,0,0,0,0,0.9976558268,0
ENSMUSG00000029607.14,22.639693372,26.6496998288,18.6758657823,19.7881929593,29.4508981686,31.3592070329,20.950772362,16.9714023949
ENSMUSG00000078487.8,0,0,0,1.9788192959,0,0,0,0
ENSMUSG00000096140.2,0,12.8313369546,54.0617167381,46.5022534543,11.7803592675,18.6195291758,15.9624932282,21.9629913345
ENSMUSG00000029517.13,0,0,0,0,0.9816966056,0,1.9953116535,0
ENSMUSG00000037904.14,222.4595957418,227.0159615044,228.0421506045,116.7503384598,267.0214767291,177.3755147798,345.1889160596,288.5138407128
ENSMUSG00000024219.16,1392.8333096222,1233.7823994806,1618.9026812311,1347.5759405278,1106.3720745355,892.7574252179,1063.5011113281,1144.0721849718
ENSMUSG00000058589.14,237.2246131583,236.8862207003,696.9046757698,578.8046440593,731.3639711881,683.0427281854,776.1762332207,849.5684375314
ENSMUSG00000022515.6,2228.5332953955,1743.0877739862,1687.7085025342,1518.7438096256,1649.2502974442,1510.1418136782,1335.8611520341,1219.9443368548
ENSMUSG00000066191.12,614.224724526,494.4999857118,552.4124510333,611.4551624421,546.8050093312,423.3492949442,458.9216803105,451.239640146
ENSMUSG00000074591.8,0,0,0,0,0,0,9.9765582676,0
ENSMUSG00000026199.17,809.1229544236,601.0987850269,298.8138525162,294.8440750934,467.2875842759,511.5470647242,352.1725068469,504.1504829064
ENSMUSG00000036777.8,2463.7892395649,5115.7553412063,2385.5961186083,2318.186805181,2658.4344080232,4600.0036816387,5990.9232397049,5754.303729649
ENSMUSG00000031075.19,6.890341461,0.9870259196,4.9147015216,1.9788192959,2.9450898169,1.9599504396,0.9976558268,3.9932711517
ENSMUSG00000037949.8,2380.1208075381,2275.0947446422,1379.0652469746,1623.6212323099,1805.3400577381,1866.8527936774,2040.206165728,2500.7860587735
ENSMUSG00000038115.16,0,0,0,0,0.9816966056,0,5.9859349606,0
ENSMUSG00000074968.11,18.7023553942,7.8962073567,2.948820913,1.9788192959,0,0,11.9718699211,6.9882245155
ENSMUSG00000055489.8,0,0,0,3.9576385919,0,0,0,0
ENSMUSG00000064210.7,5962.1140327785,6007.0397465911,10273.6920608545,10665.8360050583,7037.782965701,6251.2619269649,5500.0765729381,5332.0153053531
ENSMUSG00000034107.10,0,1.9740518392,2.948820913,1.9788192959,0,0,0,0
ENSMUSG00000034863.9,6116.6545484045,5114.7683152867,3197.5048099847,3756.7884333215,3383.9081995775,2412.6989910938,4458.5238897987,4789.9287465052
ENSMUSG00000054662.8,1.9686689889,0,0,0,0,0,0,6.9882245155
ENSMUSG00000032249.14,3145.9330442067,3586.85219177,1613.9879797094,1713.6575102747,1530.465008164,1465.0629535684,4249.0161661787,4752.9909883516
ENSMUSG00000028333.10,6098.9365275047,7047.3650658331,13213.6665111048,13150.2436310973,10673.0054963177,11221.6962416798,11903.0316690956,12433.0497309244
ENSMUSG00000081792.4,16.7336864054,12.8313369546,36.3687912602,23.7458315512,18.6522355068,36.2590831318,30.9273306296,34.9411225777
ENSMUSG00000015749.12,2605.5334067632,3803.010868159,4285.6197268777,4598.7760437394,4285.1056835381,4566.6845241663,6878.836925523,6533.9899220251
ENSMUSG00000069913.3,0,0,0,0.989409648,0,0.9799752198,0,0
ENSMUSG00000039062.15,116.1514703431,54.2864255771,98.294030433,67.2798560616,29.4508981686,19.5995043956,23.9437398423,33.9428047897
ENSMUSG00000033420.12,3767.0481101937,2330.3681961389,3123.7842871599,3951.7021339706,3125.7219922991,1930.551182963,3579.5891064215,2174.3361421193
ENSMUSG00000029338.13,2861.4603753157,2454.7334620066,3230.9247803319,3178.9731989102,2404.1749871672,1897.2320254905,2227.7654611592,1848.8845432529
ENSMUSG00000047441.4,3.9373379777,0,2.948820913,0,0.9816966056,0,3.990623307,2.9949533638
ENSMUSG00000024659.15,18190.5014571153,20980.2229466876,42726.4491486053,43350.9837255684,19333.5329511111,23905.5155112686,14121.818227814,15777.4143205018
ENSMUSG00000031635.14,0,0,0,0,0,6.8598265384,0,0
ENSMUSG00000021866.15,530.5562924992,618.8652515795,650.7064814663,652.0209580087,638.102793654,494.887485988,522.7716532232,425.2833776597
ENSMUSG00000098609.1,6.890341461,0,22.6076269996,0,14.7254490843,1.9599504396,0.9976558268,0
ENSMUSG00000055114.9,1.9686689889,0,3.9317612173,1.9788192959,0,0,0.9976558268,0
ENSMUSG00000032231.14,34485.1746779533,45316.3340199623,53815.9816620535,55328.7769238277,67672.273811917,65360.4272583245,56674.8322066871,58967.6367798708
ENSMUSG00000029484.12,2519.8963057476,3292.7184677338,6981.8249816542,7458.1699263571,10968.4961746098,11727.3634550853,9546.5686062841,8449.7617570695
ENSMUSG00000029994.17,3325.0819221935,3894.8042786803,3692.9067233669,3795.3754095922,2933.3094575972,2736.0908136206,2443.2591197398,2624.5774644773
ENSMUSG00000027712.13,10952.689919552,11981.5076378359,24715.0510120671,24246.4728330202,23463.5305709611,26185.9178476924,17817.1354101399,19882.4970644845
ENSMUSG00000018340.13,11089.5124142782,11101.0805175666,14475.7618618642,15496.1339064214,14656.73032193,16396.9453773283,9039.7594462891,9574.8659040707
ENSMUSG00000021814.17,3266.0218525275,3749.7114685014,4386.8625782237,4471.142199152,5229.4978181461,4736.2202371879,2945.080000601,3070.8255156836
ENSMUSG00000021950.15,8.8590104499,6.9091814371,344.0291065154,237.4583155115,341.6304187563,536.0464452187,195.5405420453,261.5592604386
ENSMUSG00000015702.13,123.0418118041,83.8972031647,32.4370300429,58.3751692299,82.4625148722,89.1777449998,51.8781029916,69.8822451553
ENSMUSG00000078651.8,127.9634842762,83.8972031647,188.7245384313,173.1466883938,128.6022553364,182.2753908787,135.6811924396,137.7678547348
ENSMUSG00000019326.14,1394.8019786111,1226.8732180435,654.6382426836,733.1525491418,401.5139116992,342.9913269224,338.2053252723,564.0495501825
ENSMUSG00000021458.17,245.0992891137,188.5219506406,672.3311681615,762.8348385807,893.3439111156,1065.2330638989,587.6192819627,486.1807627236
ENSMUSG00000063558.4,189.9765574255,82.9101772451,115.0040156066,93.9939165566,23.5607185349,21.5594548351,41.901544724,42.9276648811
ENSMUSG00000079554.2,8.8590104499,0,0.9829403043,0,0,0,0,11.9798134552
ENSMUSG00000064294.12,4.9216724722,24.6756479896,20.6417463909,8.9046868317,8.8352694506,16.6595787362,9.9765582676,7.9865423035
ENSMUSG00000038242.12,0,1.9740518392,4.9147015216,0.989409648,1.9633932112,0,0,0
ENSMUSG00000074238.6,1775.7394279565,1658.2035449019,2419.0160889555,2460.6617944879,2304.0419333938,2350.9605522478,2690.6777647767,2653.5286803274
ENSMUSG00000009090.17,3574.1185492849,3494.071755329,2363.971431913,2724.8341704945,2927.4192779635,2732.1709127415,3060.8080765054,3566.9894562866
ENSMUSG00000031731.16,2641.9537830572,2722.217486214,3511.0627670659,3472.8278643557,3755.9712131081,4623.5230869134,3178.5314640633,3054.8524310767
ENSMUSG00000040701.16,4.9216724722,11.844311035,0,3.9576385919,1.9633932112,0,3.990623307,0.9983177879
ENSMUSG00000003033.15,2625.2200966519,2717.2823566161,2296.1485509143,2210.3411535529,2232.3780811834,2179.4648887866,2358.458374465,2496.7927876218
ENSMUSG00000004849.14,3251.256835111,3942.1815228204,4631.6147140018,4653.1935743775,4990.94554298,4824.4180069679,6255.3020337968,6251.4659880399
ENSMUSG00000031367.15,566.9766687932,488.5778301943,579.9347795545,584.7411019471,432.9282030791,636.003917636,598.5934960571,716.7921717363
ENSMUSG00000054702.14,8.8590104499,0,14.7441045649,5.9364578878,1.9633932112,1.9599504396,0.9976558268,0
ENSMUSG00000060279.14,3054.3899362245,2917.6486182917,4759.3969535646,4596.7972244435,4672.8758427587,4885.1764705942,5141.9181311306,5283.0977337443
ENSMUSG00000002957.11,6730.8792729304,6557.8002097192,7075.2043105655,6767.5619920778,8686.0515665396,8746.2788365201,7922.3849203159,7282.7282629752
ENSMUSG00000035152.14,7924.8770146772,8797.3620212564,9660.3373109527,9691.2675018131,9765.9178327233,11219.7362912402,6613.4604756043,7121.9990991179
ENSMUSG00000022841.15,11973.4447902787,12912.2730800041,13520.3438860556,14353.3657630223,15355.6983051325,14742.7472063427,14340.3048538748,16190.7178847063
ENSMUSG00000008036.11,2213.768277979,2618.5797646576,2490.7707311716,2988.0171368531,2822.377741162,2642.9931677417,3203.4728597323,3328.3915049705
ENSMUSG00000021686.6,2745.3089049727,3048.9230655964,3396.0587514593,3538.1289011214,3036.3876011875,2831.1484099391,2703.6472905246,2688.469802905
ENSMUSG00000062444.15,109.261128882,228.9900133436,84.5328661724,96.9621455005,115.8401994633,94.0776210987,49.8827913381,50.9142071846
ENSMUSG00000020198.8,7800.8508683787,7510.2802221183,9521.7427280422,9292.5354136834,9205.3690709134,11046.2806773395,6101.6630364755,6843.4684362845
ENSMUSG00000021824.13,1495.2040970432,1483.4999571355,1249.3171268031,1476.1991947632,2337.419617985,2284.3222373029,1961.3913554138,1984.6557624119
ENSMUSG00000094683.2,0,9.8702591958,7.8635224346,5.9364578878,4.9084830281,4.8998760989,3.990623307,12.9781312431
ENSMUSG00000031539.6,290.3786758576,366.1866161658,200.5198220833,176.1149173377,195.3576245187,230.2941766479,229.4608401552,261.5592604386
ENSMUSG00000024480.9,4727.75857676,4727.8541548096,2679.4952696029,2613.0308802745,1689.4998582747,1935.4510590619,2537.0387674554,2574.6615750806
ENSMUSG00000085611.3,274.6293239467,320.783423865,128.7651798672,169.1890498019,114.8585028577,123.476877692,156.6319648016,133.7745835831
ENSMUSG00000094257.2,23.6240278664,14.8053887938,13.7611642606,17.8093736634,2.9450898169,24.4993804945,3.990623307,9.9831778793
ENSMUSG00000063801.7,1607.4182294085,1635.5019487515,926.9127069829,1025.0283952913,1409.7163256726,1373.925258129,1565.3219921893,1667.190705849
ENSMUSG00000032952.11,62.9974076437,49.3512959792,17.6929254779,28.692879791,25.5241117462,24.4993804945,34.9179539367,36.9377581535
ENSMUSG00000001998.15,958.7417975774,1025.5199304483,824.6869153327,731.1737298458,755.9063863286,803.5796802181,786.1527914883,660.886375612
ENSMUSG00000019518.11,940.0394421832,867.5957833148,346.9779274284,410.6050039053,492.811696022,435.1089975815,747.2442142446,647.9082443689
ENSMUSG00000020955.9,285.4570033855,246.7564798961,396.1249426449,565.9423186357,394.6420354599,416.4894684057,398.064674878,269.5458027421
ENSMUSG00000049562.6,651.6294353144,812.322331818,471.8113460783,433.3614258085,507.5371451064,452.7485515375,440.9638754287,376.3658060509
ENSMUSG00000036291.6,569.9296722765,570.5009815198,531.7707046424,639.1586325851,558.5853685987,475.2879815924,406.0459214921,449.2430045701
ENSMUSG00000068264.11,322.8617141739,307.9520869104,133.6798813888,87.0680490209,268.0031733347,310.6521446697,232.4538076355,298.4970185921
ENSMUSG00000039623.13,968.5851425217,651.4371069258,420.6984502531,436.3296547524,555.6402787818,452.7485515375,511.7974391288,519.1252497254
ENSMUSG00000019979.12,1863.345197961,2008.5977463544,1333.8499929755,1248.6349757313,1746.4382614008,2140.2658799955,1649.1250816373,1439.5742502002
ENSMUSG00000024897.9,89.5744389934,72.0528921297,25.5564479126,24.7352411991,29.4508981686,46.0588353296,30.9273306296,53.9091605484
ENSMUSG00000004931.11,2307.2800549501,2025.3771869873,2542.8665673011,2503.2064093504,2649.5991385726,2929.1459319169,1957.4007321068,2437.8920381337
ENSMUSG00000037032.16,1722.5853652571,1599.9690156464,258.5133000387,275.0558821342,727.4371847656,682.0627529656,714.3215719615,731.7669385553
ENSMUSG00000026786.14,866.2143551007,684.008962272,592.7130035108,653.0103676566,1705.2070039647,1381.7650598872,1837.6820328953,1405.6314454104
ENSMUSG00000029207.16,2289.5620340503,1812.1795883571,1596.2950542315,2039.173284455,1838.7177423292,1618.9190630735,1832.6937537615,1495.4800463245
ENSMUSG00000117679.1,603.3970450872,465.8762340439,568.1394959026,520.4294748294,494.7750892333,373.3705587355,436.9732521217,384.3523483544
ENSMUSG00000005871.15,2322.0450723666,2200.0807747538,3002.8826297274,2787.1669783162,3207.2028105657,3564.1698743332,2650.7715317062,2779.316721607
