,EV_0hr_dox_rep1,EV_0hr_dox_rep2,EV_2hr_dox_rep1,EV_2hr_dox_rep2,EV_6hr_dox_rep1,EV_6hr_dox_rep2,EV_12hr_dox_rep1,EV_12hr_dox_rep2
ENSMUSG00000109754.1,6.9762987324,0.996519692,2.9742275864,0.9858075312,3.989799392,12.9236126343,6.9478060835,8.9978588352
ENSMUSG00000110524.1,0.9966141046,3.9860787678,0,0,0,0,0,0.9997620928
ENSMUSG00000116287.1,0,0,0,0,0,5.9647442928,1.9850874524,0
ENSMUSG00000109868.1,0,1.9930393839,0,0,0,0,0,0
ENSMUSG00000110716.1,0,1.9930393839,13.8797287367,3.9432301248,0,5.9647442928,0.9925437262,3.9990483712
ENSMUSG00000111172.1,4.9830705231,9.9651969196,11.8969103457,1.9716150624,1.994899696,23.8589771711,13.8956121669,25.9938144127
ENSMUSG00000111205.1,29.8984231388,31.8886301428,31.7250942553,12.8154979057,25.9336960479,48.712078391,22.8285057028,23.9942902271
ENSMUSG00000110774.1,8.9695269416,6.9756378437,0,17.7445355617,5.984699088,12.9236126343,1.9850874524,9.997620928
ENSMUSG00000111229.1,12.9559833601,6.9756378437,6.9398643683,14.7871129681,7.979598784,13.9177366831,34.7390304173,15.9961934847
ENSMUSG00000111415.1,0.9966141046,1.9930393839,5.9484551729,1.9716150624,2.992349544,1.9882480976,8.9328935359,10.9973830208
ENSMUSG00000110773.1,32.8882654527,19.9303938392,21.8110023005,13.8013054369,11.969398176,22.8648531223,15.8806996194,33.9919111551
ENSMUSG00000103850.1,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000111712.1,10.9627551509,3.9860787678,6.9398643683,19.7161506242,11.969398176,9.941240488,2.9776311786,19.9952418559
ENSMUSG00000111839.1,1.9932282093,0,0.9914091955,6.9006527185,1.994899696,0,0,0
ENSMUSG00000110636.1,0,0,0,6.9006527185,0,5.9647442928,0,0.9997620928
ENSMUSG00000078291.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000081414.2,3.9864564185,0,0,0,0,0,0,0
ENSMUSG00000117513.1,6.9762987324,6.9756378437,19.8281839096,24.6451882802,8.977048632,13.9177366831,22.8285057028,17.9957176703
ENSMUSG00000111873.1,0,0,0,0,0,6.9588683416,0,0
ENSMUSG00000110834.1,99.6614104627,142.5023159505,112.029239089,95.6233305272,156.5996261355,110.3477694163,202.4789201468,148.9645518266
ENSMUSG00000113845.1,2.9898423139,1.9930393839,0,0,0,6.9588683416,0,0.9997620928
ENSMUSG00000109459.1,15.945825674,1.9930393839,28.7508666689,5.9148451872,6.982148936,7.9529923904,27.7912243339,2.9992862784
ENSMUSG00000116380.1,0,0,3.9656367819,0,0,0,0,0
ENSMUSG00000109737.1,0,1.9930393839,0,0,0,0,0,0
ENSMUSG00000091163.4,18.9356679879,7.9721575357,3.9656367819,3.9432301248,6.982148936,6.9588683416,20.8434182504,15.9961934847
ENSMUSG00000115378.1,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000090352.3,3.9864564185,0,0.9914091955,0,0.997449848,9.941240488,3.9701749048,1.9995241856
ENSMUSG00000090968.2,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000110618.1,1.9932282093,1.9930393839,0,0,0,0,0,0
ENSMUSG00000109931.1,0.9966141046,10.9617166116,15.8625471276,4.929037656,0,0,0,3.9990483712
ENSMUSG00000082497.1,2.9898423139,0.996519692,0,0,0.997449848,0,0,2.9992862784
ENSMUSG00000105258.1,0,0,0,0,0,3.9764961952,0,0
ENSMUSG00000105355.1,3.9864564185,0.996519692,0.9914091955,2.9574225936,0,0,0,5.9985725568
ENSMUSG00000113820.2,0.9966141046,7.9721575357,0,1.9716150624,0,0,0.9925437262,3.9990483712
ENSMUSG00000105961.1,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000117662.1,46.8408629175,44.8433861383,50.5618689694,43.3755313732,37.9030942239,40.7590860006,36.7241178698,56.9864392894
ENSMUSG00000106629.1,0,0.996519692,9.9140919548,0.9858075312,0,0,0,0
ENSMUSG00000105057.1,1.9932282093,0,0,0,1.994899696,0,4.962718631,0
ENSMUSG00000106064.1,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000114430.1,0,1.9930393839,0,0,0,0,0,0
ENSMUSG00000107111.1,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000107362.1,10.9627551509,16.9408347633,7.9312735638,5.9148451872,2.992349544,12.9236126343,10.9179809883,3.9990483712
ENSMUSG00000106267.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000110165.1,8.9695269416,10.9617166116,0,0,2.992349544,1.9882480976,0,0
ENSMUSG00000104873.1,0,0,0,0,0.997449848,0,0,0
ENSMUSG00000099842.1,1.9932282093,2.9895590759,1.982818391,1.9716150624,1.994899696,0,0.9925437262,1.9995241856
ENSMUSG00000100760.1,0,0,0,0,0,0,0,3.9990483712
ENSMUSG00000113498.1,3.9864564185,1.9930393839,0.9914091955,0,0,0,0,0
ENSMUSG00000107440.1,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000113900.1,1.9932282093,0,0,4.929037656,0,0,0,0
ENSMUSG00000108231.1,25.9119667203,34.8781892187,16.8539563231,50.2761840916,29.9234954399,25.8472252687,23.821049429,19.9952418559
ENSMUSG00000108626.1,1.9932282093,0,0,5.9148451872,1.994899696,0,0,3.9990483712
ENSMUSG00000110649.1,67.7697591146,65.7702996695,99.1409195478,91.6801004024,76.8036382958,78.5357998549,78.4109543706,57.9862013822
ENSMUSG00000111726.1,1.9932282093,6.9756378437,0.9914091955,1.9716150624,0.997449848,1.9882480976,0,0
ENSMUSG00000113236.1,0,0.996519692,1.982818391,1.9716150624,1.994899696,0.9941240488,3.9701749048,0
ENSMUSG00000113193.1,54.8137757545,35.8747089106,13.8797287367,3.9432301248,41.8928936159,46.7238302934,48.6346425843,66.9840602174
ENSMUSG00000113029.1,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000114338.1,0,0,0,0,0.997449848,0,0,0
ENSMUSG00000113643.1,0,0,0,0.9858075312,0.997449848,0,0,1.9995241856
ENSMUSG00000112352.1,21.9255103018,8.9686772277,5.9484551729,10.8438828433,7.979598784,3.9764961952,24.8135931552,17.9957176703
ENSMUSG00000111646.1,0,0,0,0,0,0,0,1.9995241856
ENSMUSG00000112659.1,0,0,0.9914091955,0,0,0,0.9925437262,0
ENSMUSG00000112376.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000114091.1,0,0,0.9914091955,0.9858075312,0.997449848,0,0,0
ENSMUSG00000114313.1,0.9966141046,0,0,1.9716150624,0.997449848,0.9941240488,0.9925437262,0
ENSMUSG00000112136.1,0.9966141046,0,0,0,2.992349544,0,2.9776311786,0
ENSMUSG00000112641.1,3.9864564185,1.9930393839,0,0,5.984699088,4.970620244,3.9701749048,2.9992862784
ENSMUSG00000112134.1,3.9864564185,0,3.9656367819,0,3.989799392,4.970620244,2.9776311786,0
ENSMUSG00000096449.2,3.9864564185,0.996519692,4.9570459774,1.9716150624,6.982148936,5.9647442928,1.9850874524,3.9990483712
ENSMUSG00000112246.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000112458.1,0,0,0.9914091955,3.9432301248,0,0,0,0
ENSMUSG00000112539.1,0,0,3.9656367819,0,0,0.9941240488,0,0
ENSMUSG00000104310.1,3.9864564185,3.9860787678,1.982818391,0,0,0.9941240488,1.9850874524,1.9995241856
ENSMUSG00000113216.1,5.9796846278,6.9756378437,16.8539563231,10.8438828433,6.982148936,3.9764961952,37.716661596,12.9969072064
ENSMUSG00000113778.1,4.9830705231,12.9547559955,19.8281839096,33.5174560611,11.969398176,20.8766050247,21.8359619766,26.9935765055
ENSMUSG00000113402.1,0,0,0.9914091955,0,0.997449848,0,1.9850874524,0.9997620928
ENSMUSG00000114188.1,0,0,0,0,0,0,0.9925437262,1.9995241856
ENSMUSG00000113287.1,0.9966141046,1.9930393839,0,0,0,0,0,0
ENSMUSG00000113123.2,5.9796846278,0,15.8625471276,4.929037656,0.997449848,12.9236126343,7.9403498097,1.9995241856
ENSMUSG00000113736.1,0,3.9860787678,7.9312735638,0.9858075312,0,2.9823721464,0,0
ENSMUSG00000116715.1,0,0.996519692,4.9570459774,0.9858075312,1.994899696,0.9941240488,0.9925437262,3.9990483712
ENSMUSG00000113096.1,2.9898423139,0.996519692,0,0,0,0,0,0
ENSMUSG00000113613.1,1.9932282093,1.9930393839,0.9914091955,0,0,0,0,0
ENSMUSG00000113998.1,3.9864564185,0,1.982818391,0,1.994899696,3.9764961952,0,3.9990483712
ENSMUSG00000113738.1,0,0,1.982818391,0,0,2.9823721464,0,0
ENSMUSG00000114839.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000114038.1,0,0,5.9484551729,3.9432301248,0.997449848,6.9588683416,0,0
ENSMUSG00000113274.1,1.9932282093,0,0,0,1.994899696,0,0,0
ENSMUSG00000114738.1,0,6.9756378437,3.9656367819,1.9716150624,1.994899696,1.9882480976,7.9403498097,5.9985725568
ENSMUSG00000116246.1,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000118002.1,8.9695269416,0,1.982818391,1.9716150624,0,0,0,1.9995241856
ENSMUSG00000114520.1,0,1.9930393839,3.9656367819,0,0,0,0,0
ENSMUSG00000114369.1,21.9255103018,1.9930393839,6.9398643683,11.8296903745,18.9515471119,24.8531012199,12.9030684407,16.9959555775
ENSMUSG00000116521.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000114785.1,0,0,11.8969103457,1.9716150624,0,0,10.9179809883,4.998810464
ENSMUSG00000114815.1,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000115659.1,0,0,0.9914091955,0,0,0,0,0
ENSMUSG00000115846.1,0,0,0,0,0,4.970620244,0,0
ENSMUSG00000089940.1,129.5598336015,93.6728510444,84.2697816156,93.6517154648,129.6684802396,85.4946681964,163.7697148246,129.9690720635
ENSMUSG00000114693.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000114902.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000114618.1,0.9966141046,3.9860787678,1.982818391,3.9432301248,0,4.970620244,3.9701749048,0
ENSMUSG00000114120.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000115335.1,0,0,0,0,0,0,0.9925437262,0
ENSMUSG00000112294.1,1.9932282093,0,3.9656367819,0,4.98724924,0.9941240488,0.9925437262,0
ENSMUSG00000115811.1,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000114579.1,35.8781077666,48.8294649061,23.7938206915,47.318761498,82.7883373837,55.6709467326,21.8359619766,43.989532083
ENSMUSG00000100486.7,0,6.9756378437,0,0,1.994899696,0,0.9925437262,0
ENSMUSG00000092571.1,0,0,0.9914091955,5.9148451872,0,0,0.9925437262,0
ENSMUSG00000116288.1,4.9830705231,3.9860787678,6.9398643683,6.9006527185,6.982148936,0.9941240488,0,11.9971451136
ENSMUSG00000116190.1,0,0,0,0,0,0,8.9328935359,0
ENSMUSG00000116223.1,6.9762987324,3.9860787678,1.982818391,2.9574225936,1.994899696,4.970620244,2.9776311786,0
ENSMUSG00000115961.1,12.9559833601,3.9860787678,7.9312735638,0.9858075312,6.982148936,0,0,0.9997620928
ENSMUSG00000116029.1,0,0,0,0,0,0,0,0.9997620928
ENSMUSG00000116785.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000116946.1,36.8747218712,57.7981421338,60.4759609242,57.1768368101,59.8469908798,64.6180631717,57.5675361202,24.9940523199
ENSMUSG00000074800.4,104.6444809858,99.6519691962,77.3299172473,92.6659079336,96.7526352557,74.5593036597,70.4706045609,77.9814432381
ENSMUSG00000116763.1,0,3.9860787678,0,0,0,0,2.9776311786,0
ENSMUSG00000116608.1,1.9932282093,0,1.982818391,0,0,0,0,0
ENSMUSG00000116747.1,0,0,0.9914091955,0,0,1.9882480976,0,0
ENSMUSG00000116641.1,0,0,0,3.9432301248,0,1.9882480976,0,0
ENSMUSG00000116551.1,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000117070.1,0,0,9.9140919548,1.9716150624,1.994899696,21.8707290735,4.962718631,0.9997620928
ENSMUSG00000117488.1,0.9966141046,0,0,0,0,1.9882480976,0,0
ENSMUSG00000118147.1,9.9661410463,10.9617166116,4.9570459774,0,6.982148936,21.8707290735,6.9478060835,5.9985725568
ENSMUSG00000117007.1,25.9119667203,26.906031683,10.9055011503,19.7161506242,14.96174772,42.7473340982,27.7912243339,42.9897699902
ENSMUSG00000117231.1,10.9627551509,2.9895590759,0,0,12.966848024,0,13.8956121669,15.9961934847
ENSMUSG00000117079.1,0.9966141046,0.996519692,3.9656367819,2.9574225936,0.997449848,7.9529923904,1.9850874524,0.9997620928
ENSMUSG00000117564.1,0,0,0,0.9858075312,0,0.9941240488,0,0.9997620928
ENSMUSG00000117421.1,1.9932282093,1.9930393839,3.9656367819,0,5.984699088,0,0,0
ENSMUSG00000114366.1,0.9966141046,0,0,0,0.997449848,0,0,0
ENSMUSG00000113421.1,0,0,0,0,0.997449848,0,0,0
ENSMUSG00000117548.1,0,0,0,0,0,3.9764961952,0,5.9985725568
ENSMUSG00000117519.1,0.9966141046,2.9895590759,1.982818391,0,0.997449848,4.970620244,7.9403498097,0
ENSMUSG00000118080.1,10.9627551509,18.9338741473,5.9484551729,20.7019581554,7.979598784,17.8942328783,4.962718631,11.9971451136
ENSMUSG00000118139.1,0,0,0,1.9716150624,0,0,0,0
ENSMUSG00000118365.1,120.5903066598,163.4292294817,156.6426528855,83.7936401527,128.6710303916,127.2478782458,123.07542205,120.9712132284
ENSMUSG00000118370.1,0,0,0,3.9432301248,0,0,0,0
ENSMUSG00000117992.1,40.8611782897,51.819023982,27.7594574734,37.4606861859,32.9158449839,59.6474429277,39.7017490484,48.988342547
ENSMUSG00000117891.1,0.9966141046,1.9930393839,0,0.9858075312,2.992349544,1.9882480976,0,0
ENSMUSG00000117526.1,0,0,0.9914091955,0,0.997449848,0,0,0
ENSMUSG00000118379.1,0,0,0,0,0.997449848,0,0,0
ENSMUSG00000091296.2,0,0,5.9484551729,0,0,0,0,0
ENSMUSG00000118109.1,0,0,0,0,4.98724924,0,0.9925437262,0
ENSMUSG00000118273.1,1.9932282093,0,0,0,0,1.9882480976,0,7.9980967424
ENSMUSG00000118212.1,0,0,0,0,1.994899696,0,0,0
ENSMUSG00000092384.7,4.9830705231,3.9860787678,4.9570459774,5.9148451872,1.994899696,8.9471164392,3.9701749048,2.9992862784
ENSMUSG00000091421.3,264.102737726,203.2900171602,203.238885073,225.7499246467,190.5129209674,252.5075083941,187.5907642536,254.9393336631
ENSMUSG00000110386.1,0,0,1.982818391,0,0,0,0,0
ENSMUSG00000079139.4,4400.0512719264,4540.1437165774,4050.8979727231,4209.3981582591,4309.9807931942,4052.0496228911,3884.816144385,4061.0336209385
ENSMUSG00000110631.1,1.9932282093,0,0,0,0,3.9764961952,0,0
ENSMUSG00000110156.2,21.9255103018,34.8781892187,46.5962321875,33.5174560611,44.8852431599,46.7238302934,33.7464866911,26.9935765055
ENSMUSG00000100426.1,0,0,1.982818391,1.9716150624,0,0,0,0
ENSMUSG00000106863.3,0.9966141046,9.9651969196,1.982818391,5.9148451872,11.969398176,1.9882480976,3.9701749048,3.9990483712
ENSMUSG00000097146.1,4.9830705231,0.996519692,0,3.9432301248,4.98724924,9.941240488,0,5.9985725568
ENSMUSG00000105826.1,6.9762987324,3.9860787678,19.8281839096,4.929037656,4.98724924,7.9529923904,8.9328935359,11.9971451136
ENSMUSG00000097954.1,0,0,2.9742275864,3.9432301248,1.994899696,0.9941240488,3.9701749048,0.9997620928
ENSMUSG00000091378.1,7.972912837,1.9930393839,8.9226827593,0.9858075312,0,5.9647442928,0,3.9990483712
ENSMUSG00000096948.2,25.9119667203,31.8886301428,21.8110023005,26.6168033426,14.96174772,11.9294885855,21.8359619766,37.9909595263
ENSMUSG00000110373.1,0,0.996519692,0,0,0,0,0,0.9997620928
ENSMUSG00000109532.1,0,0,0,0,0,0,2.9776311786,0
ENSMUSG00000115025.1,7.972912837,6.9756378437,0,6.9006527185,11.969398176,1.9882480976,6.9478060835,1.9995241856
ENSMUSG00000104637.1,0,0,3.9656367819,0,0,0,0,0.9997620928
ENSMUSG00000105759.1,1.9932282093,0,0,0,0,3.9764961952,0,0
ENSMUSG00000105263.1,0,0.996519692,3.9656367819,0,1.994899696,0,0,0
ENSMUSG00000105373.1,3.9864564185,2.9895590759,0,1.9716150624,0,0,0,0
ENSMUSG00000105962.1,1.9932282093,7.9721575357,13.8797287367,6.9006527185,0.997449848,4.970620244,0,3.9990483712
ENSMUSG00000105230.1,0,0,10.9055011503,0,0,1.9882480976,0,5.9985725568
ENSMUSG00000105534.1,1.9932282093,1.9930393839,0,5.9148451872,1.994899696,0,0,0
ENSMUSG00000105517.1,0,0,1.982818391,3.9432301248,0,1.9882480976,0,0
ENSMUSG00000105674.1,0,0,0,0,0,0,0,0.9997620928
ENSMUSG00000105485.1,0,0,0,0,0,0,0,1.9995241856
ENSMUSG00000104625.1,1.9932282093,10.9617166116,0,1.9716150624,1.994899696,3.9764961952,10.9179809883,0
ENSMUSG00000105437.1,0.9966141046,1.9930393839,0,0,1.994899696,0,0,0
ENSMUSG00000106637.1,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000105736.1,0,0,0,0,0.997449848,0,0,0
ENSMUSG00000106843.1,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000106430.1,2.9898423139,0,7.9312735638,0,0,0,0,0
ENSMUSG00000104728.1,11.9593692555,8.9686772277,5.9484551729,0.9858075312,18.9515471119,1.9882480976,6.9478060835,3.9990483712
ENSMUSG00000106032.1,31.8916513481,26.906031683,15.8625471276,14.7871129681,22.9413465039,30.8178455127,21.8359619766,25.9938144127
ENSMUSG00000104756.1,4.9830705231,0.996519692,3.9656367819,0,2.992349544,7.9529923904,0,6.9983346496
ENSMUSG00000107136.1,0,0,0,0,2.992349544,0,0,0
ENSMUSG00000106751.1,10.9627551509,8.9686772277,10.9055011503,13.8013054369,1.994899696,3.9764961952,12.9030684407,3.9990483712
ENSMUSG00000105092.1,0,2.9895590759,0,0,0,1.9882480976,0,0
ENSMUSG00000110124.1,0,0,0,1.9716150624,0,0,4.962718631,4.998810464
ENSMUSG00000105127.1,0.9966141046,0.996519692,0,7.8864602497,1.994899696,0,0,0
ENSMUSG00000107263.1,0,0,0,0,0,7.9529923904,6.9478060835,0
ENSMUSG00000106869.1,0,0,1.982818391,3.9432301248,0,5.9647442928,0,0
ENSMUSG00000106293.1,8.9695269416,22.9199529151,6.9398643683,10.8438828433,10.971948328,14.9118607319,1.9850874524,3.9990483712
ENSMUSG00000106967.1,0,1.9930393839,0.9914091955,2.9574225936,1.994899696,0.9941240488,0,0
ENSMUSG00000106337.1,3.9864564185,0,0,0,0,0,0,1.9995241856
ENSMUSG00000105637.1,0,0,0,0,1.994899696,4.970620244,0,0
ENSMUSG00000104821.1,0,0,0,0,1.994899696,1.9882480976,0,0
ENSMUSG00000106646.1,0,0,0,0,0,9.941240488,0,0
ENSMUSG00000104709.1,3.9864564185,0,0,0,0,0,0,0
ENSMUSG00000105049.1,0,0,0.9914091955,0,0,2.9823721464,0,0
ENSMUSG00000104581.1,1.9932282093,0.996519692,0,1.9716150624,0,0,0,0
ENSMUSG00000105609.1,0.9966141046,0,3.9656367819,0.9858075312,0,3.9764961952,0,2.9992862784
ENSMUSG00000105198.1,18.9356679879,11.9582363035,47.5876413829,9.8580753121,7.979598784,5.9647442928,34.7390304173,9.997620928
ENSMUSG00000106198.1,0,0.996519692,0,0,0,0,0,0
ENSMUSG00000107168.1,5.9796846278,13.9512756875,0,1.9716150624,0,11.9294885855,8.9328935359,7.9980967424
ENSMUSG00000106536.1,0,2.9895590759,0,0,0,0,10.9179809883,4.998810464
ENSMUSG00000105042.1,15.945825674,0.996519692,8.9226827593,0,1.994899696,4.970620244,7.9403498097,2.9992862784
ENSMUSG00000105553.1,10.9627551509,6.9756378437,4.9570459774,0,2.992349544,0.9941240488,6.9478060835,5.9985725568
ENSMUSG00000105378.1,6.9762987324,10.9617166116,3.9656367819,0,0,2.9823721464,10.9179809883,5.9985725568
ENSMUSG00000105639.1,0,0,0,0,0.997449848,0,0,0
ENSMUSG00000105867.2,0,0,3.9656367819,0,0.997449848,0,0,0
ENSMUSG00000106304.1,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000105247.1,0,0,0,2.9574225936,1.994899696,5.9647442928,0,0
ENSMUSG00000105745.1,0,0,0.9914091955,0.9858075312,0,0,0.9925437262,0
ENSMUSG00000105253.1,0,0,0,9.8580753121,0,1.9882480976,0,0
ENSMUSG00000107218.1,0,0,0,0,0,1.9882480976,0,2.9992862784
ENSMUSG00000107178.1,6.9762987324,5.9791181518,20.819593105,13.8013054369,2.992349544,0,2.9776311786,9.997620928
ENSMUSG00000105047.1,0.9966141046,6.9756378437,3.9656367819,11.8296903745,6.982148936,3.9764961952,6.9478060835,0
ENSMUSG00000105086.1,1.9932282093,3.9860787678,0,0,1.994899696,0,3.9701749048,0
ENSMUSG00000106604.1,0,0,0,8.8722677809,0,0,3.9701749048,0
ENSMUSG00000105502.1,0,0,0,0,0,0,3.9701749048,0
ENSMUSG00000105184.1,0,0,0,0,0,0,1.9850874524,0
ENSMUSG00000104869.1,0,0,2.9742275864,6.9006527185,0,1.9882480976,0,0
ENSMUSG00000107058.1,0,1.9930393839,0,1.9716150624,0,0,0,0
ENSMUSG00000106990.1,200.3194350299,207.276095928,302.3798046208,294.7564518313,236.3956139752,224.6720350278,214.3894448613,276.9340997046
ENSMUSG00000106959.1,6.9762987324,1.9930393839,33.7079126463,22.6735732178,1.994899696,10.9353645368,0.9925437262,11.9971451136
ENSMUSG00000107320.1,36.8747218712,30.8921104508,44.6134137965,45.3471464356,37.9030942239,22.8648531223,57.5675361202,25.9938144127
ENSMUSG00000104701.1,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000107227.1,32.8882654527,6.9756378437,51.5532781649,17.7445355617,14.96174772,34.7943417078,11.9105247145,25.9938144127
ENSMUSG00000107246.1,0,1.9930393839,2.9742275864,1.9716150624,0,2.9823721464,0.9925437262,1.9995241856
ENSMUSG00000105183.1,0,0.996519692,0,0,0,0,0,3.9990483712
ENSMUSG00000104928.1,0,0,0,5.9148451872,0,0,0,0.9997620928
ENSMUSG00000104806.1,1.9932282093,0,0,0,0.997449848,0,0.9925437262,0
ENSMUSG00000103703.2,10.9627551509,3.9860787678,1.982818391,3.9432301248,16.9566474159,9.941240488,1.9850874524,0
ENSMUSG00000107109.1,3.9864564185,1.9930393839,7.9312735638,0,0,1.9882480976,1.9850874524,0
ENSMUSG00000107171.1,8.9695269416,22.9199529151,9.9140919548,22.6735732178,10.971948328,11.9294885855,8.9328935359,20.9950039487
ENSMUSG00000106736.1,4.9830705231,0,0,1.9716150624,1.994899696,1.9882480976,1.9850874524,7.9980967424
ENSMUSG00000106987.1,53.8171616498,57.7981421338,40.6477770146,43.3755313732,64.8342401198,65.6121872205,54.5899049415,42.9897699902
ENSMUSG00000107205.1,25.9119667203,28.8990710669,29.7422758643,6.9006527185,22.9413465039,51.6944505374,53.5973612153,25.9938144127
ENSMUSG00000107306.1,16.9424397787,8.9686772277,32.7165034508,16.7587280305,20.9464468079,7.9529923904,40.6942927746,14.9964313919
ENSMUSG00000105860.1,0,0.996519692,1.982818391,3.9432301248,6.982148936,9.941240488,4.962718631,0
ENSMUSG00000098243.3,4.9830705231,0,7.9312735638,3.9432301248,3.989799392,0,1.9850874524,0
ENSMUSG00000106457.1,10.9627551509,14.9477953794,9.9140919548,19.7161506242,0,15.9059847807,14.8881558931,9.997620928
ENSMUSG00000105701.1,6.9762987324,10.9617166116,1.982818391,1.9716150624,1.994899696,3.9764961952,2.9776311786,0
ENSMUSG00000105161.1,131.5530618107,116.5928039595,135.8230597805,75.907179903,254.3497112392,202.8013059543,254.0911939097,249.9405231991
ENSMUSG00000105482.1,1.9932282093,0,1.982818391,0,0,0,0,0
ENSMUSG00000105711.1,0.9966141046,0,0,0,0,0,0,0
ENSMUSG00000107278.1,36.8747218712,50.82250429,33.7079126463,46.3329539668,30.9209452879,53.682698635,12.9030684407,58.985963475
ENSMUSG00000104698.1,0,0,0,0,0.997449848,0,0,0
ENSMUSG00000105356.1,3.9864564185,2.9895590759,5.9484551729,1.9716150624,4.98724924,5.9647442928,7.9403498097,11.9971451136
ENSMUSG00000105446.1,1.9932282093,1.9930393839,3.9656367819,0,0,0,0,0
ENSMUSG00000106354.1,1.9932282093,0,3.9656367819,0,2.992349544,12.9236126343,6.9478060835,1.9995241856
ENSMUSG00000106651.1,18.9356679879,8.9686772277,12.8883195412,12.8154979057,1.994899696,17.8942328783,19.8508745242,16.9959555775
ENSMUSG00000105975.4,6.9762987324,0,0.9914091955,2.9574225936,0,4.970620244,0,0
ENSMUSG00000105643.1,15.945825674,13.9512756875,27.7594574734,5.9148451872,12.966848024,45.7297062446,10.9179809883,16.9959555775
ENSMUSG00000105622.1,0,0,0,1.9716150624,0,1.9882480976,0,0
ENSMUSG00000106010.1,0,0,0,0,0,1.9882480976,1.9850874524,0
ENSMUSG00000104580.1,2.9898423139,0,0,0,0,0,0,0
ENSMUSG00000105808.1,0,0,0,0.9858075312,1.994899696,0.9941240488,2.9776311786,0
ENSMUSG00000113761.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000106458.1,17.9390538833,0,13.8797287367,3.9432301248,1.994899696,0,0,0
ENSMUSG00000106517.1,0,0,0,0,0,1.9882480976,0,2.9992862784
ENSMUSG00000105940.1,29.8984231388,26.906031683,27.7594574734,5.9148451872,1.994899696,0,25.8061368815,5.9985725568
ENSMUSG00000104682.1,28.9018090342,29.8955907589,47.5876413829,20.7019581554,25.9336960479,15.9059847807,36.7241178698,22.9945281343
