,EV_0hr_dox_rep1,EV_0hr_dox_rep2,EV_2hr_dox_rep1,EV_2hr_dox_rep2,EV_6hr_dox_rep1,EV_6hr_dox_rep2,EV_12hr_dox_rep1,EV_12hr_dox_rep2
ENSMUSG00000014859.9,3454.2644866358,3458.919850799,2957.3736301108,3195.0022086458,3217.7732096377,3033.0724728755,2941.8996044857,2777.3390937881
ENSMUSG00000027552.14,580.0294088927,591.9326970252,677.1324805115,836.9505939958,640.362802414,593.492057131,630.2652661432,547.8696268524
ENSMUSG00000020185.16,462.4289445467,661.6890754626,725.7115310899,600.3567865058,256.3446109352,421.5085966894,221.3372509448,198.9526564665
ENSMUSG00000046179.17,170.4210118911,395.6183177088,379.7097218681,318.4158325803,171.5613738555,349.9316651761,107.1947224307,134.9678825275
ENSMUSG00000037172.14,640.8228692749,833.09046248,676.141071316,702.8807697515,709.1868419257,658.1101203027,708.6762205138,735.8249002981
ENSMUSG00000103030.1,7.972912837,8.9686772277,17.8453655186,8.8722677809,2.992349544,7.9529923904,1.9850874524,4.998810464
ENSMUSG00000109841.2,0,0,0,0,0,0,0,1.9995241856
ENSMUSG00000053117.11,70.7596014285,58.7946618257,63.4501885106,95.6233305272,44.8852431599,50.7003264886,75.4333231919,47.9885804542
ENSMUSG00000117292.1,28.9018090342,40.8573073704,12.8883195412,8.8722677809,16.9566474159,22.8648531223,8.9328935359,7.9980967424
ENSMUSG00000106383.1,46.8408629175,43.8468664463,62.4587793151,14.7871129681,28.9260455919,32.8060936103,32.7539429649,28.9931006911
ENSMUSG00000107531.1,26.9085808249,7.9721575357,21.8110023005,12.8154979057,11.969398176,11.9294885855,3.9701749048,16.9959555775
ENSMUSG00000104025.1,0,0,0,0,0,0.9941240488,0,0
ENSMUSG00000102973.1,0,0,0,0.9858075312,0,0,4.962718631,0
ENSMUSG00000078580.3,632.8499564379,636.7760831635,527.4296919943,499.8044183226,647.3449513499,706.8221986937,764.2586691815,690.8356061222
ENSMUSG00000105519.1,0,0,1.982818391,5.9148451872,2.992349544,13.9177366831,10.9179809883,4.998810464
ENSMUSG00000112964.1,746.4639643653,549.0823502709,635.4932943014,522.4779915404,656.3219999819,658.1101203027,756.3183193718,787.8125291235
ENSMUSG00000090069.2,16.9424397787,5.9791181518,10.9055011503,31.5458409987,13.964297872,12.9236126343,22.8285057028,19.9952418559
ENSMUSG00000024137.9,1455.0565927548,1287.5034420145,1421.6807863154,1316.053054163,1486.2002735152,1247.6256812385,1470.9498022428,1562.6281510406
ENSMUSG00000097820.3,845.1287607234,687.5985874536,520.4898276259,470.2301923863,715.1715410137,600.4509254726,763.2661254553,874.7918311968
ENSMUSG00000021890.6,1256.7303859341,1386.1588915187,1555.521027705,2100.7558490047,1446.3022795954,1464.344723876,1260.5305322864,1145.7273583446
ENSMUSG00000022838.14,26.9085808249,24.912992299,20.819593105,8.8722677809,24.9362461999,22.8648531223,32.7539429649,32.9921490623
ENSMUSG00000054302.15,1237.7947179462,1230.7018195727,1283.874908144,1237.1884516663,1333.5904467717,1473.2918403152,1423.3077033848,1471.6498005961
ENSMUSG00000091189.1,0,0,0,0.9858075312,0,0,0,0
ENSMUSG00000030871.11,595.9752345667,524.1693579718,575.0173333772,468.2585773239,593.4826595581,515.9503813249,589.5709733686,586.8603484714
ENSMUSG00000022339.9,584.0158653112,651.7238785429,530.4039195807,650.6329705974,654.3271002859,688.9279658154,675.9222775488,696.834178679
ENSMUSG00000057098.14,2593.1899002384,2853.0358780863,2894.9148507957,2842.0831124733,3360.4085379012,2971.4367818502,3058.0272204522,3150.2503544011
ENSMUSG00000022053.13,0,0,2.9742275864,0,4.98724924,0,0,0
ENSMUSG00000010476.14,4426.9598527513,3689.1158996422,3442.1727266996,3346.8165684519,4401.7461792099,3733.9299272765,4694.7318249721,4424.9470227164
ENSMUSG00000053552.14,4.9830705231,0,0,0,2.992349544,2.9823721464,2.9776311786,18.9954797631
ENSMUSG00000003206.7,0.9966141046,5.9791181518,1.982818391,0,0,1.9882480976,0.9925437262,0
ENSMUSG00000028729.15,2556.3151783672,2606.8955141718,3141.7757404697,2855.8844179102,2313.0861975046,2510.163223209,2290.7909200921,2414.425454103
ENSMUSG00000031168.14,895.9560800593,859.9964941629,826.8352690286,1088.3315144539,801.9496777894,896.6998920137,631.2578098694,642.847025668
ENSMUSG00000021928.9,437.5135919311,391.6322389409,446.1341379651,439.6701589189,411.9467872227,318.1196956146,428.7788897226,479.8858045422
ENSMUSG00000021810.3,989.6378058942,1093.182102082,1335.4281863089,1130.7212382958,963.5365531649,1015.9947778692,972.6928516856,907.783980259
ENSMUSG00000057530.14,1717.1661022716,1414.0614428936,1616.9883978246,1763.6096733315,1843.2873190981,1710.8874879773,1642.6598668771,1630.6119733508
ENSMUSG00000022842.18,113.6140079274,83.7076541248,150.6941977127,136.0414393067,85.7806869277,91.4594124892,114.1425285141,128.9693099707
ENSMUSG00000026247.13,0,3.9860787678,0,0,0,0,0,0
ENSMUSG00000053898.12,3783.1471411626,3625.3386393566,3558.1676025705,3515.3896562885,3776.3451245159,3263.7092521961,3763.7258097874,4412.9498776028
ENSMUSG00000019883.11,248.156912052,280.0220334412,265.6976643881,253.3525355205,261.3318601752,231.6309033694,241.188125469,228.9455192504
ENSMUSG00000028601.18,0,0,0,0,3.989799392,0,0,7.9980967424
ENSMUSG00000039063.5,599.9616909852,539.1171533513,311.3024873801,301.6571045497,529.6458692863,594.4861811798,536.9661558795,692.8351303078
ENSMUSG00000025465.13,2847.3264969182,3201.8177702729,2828.4904346987,2930.805790282,2715.0584862473,3333.2979356118,2414.8588858683,2740.3478963546
ENSMUSG00000024132.6,1529.8026506018,1724.9755867857,1804.3647357699,1834.5878155785,1597.9146564909,1787.4350397346,1658.5405664965,1907.5460730553
ENSMUSG00000021417.15,1182.9809421918,1117.0985746891,1115.3353449127,1331.8259746623,1281.7230546759,1287.3906431904,1208.9182585235,1333.6826317903
ENSMUSG00000021416.11,1.9932282093,0.996519692,0,0.9858075312,0.997449848,0.9941240488,0,0
ENSMUSG00000028108.15,3917.6900452872,3662.2098679592,3438.2070899177,3409.9082504492,3887.0620576436,3841.2953245464,3465.9626919244,3358.2008697027
ENSMUSG00000043631.8,113.6140079274,90.6832919685,194.3162023137,162.6582426494,125.6786808476,95.4359086844,170.7175209081,179.9571767033
ENSMUSG00000050812.18,8504.1081547787,8621.8883748525,8273.3097362638,9073.3725172405,9263.3167383463,9422.3077344851,9591.942570091,8815.9021342777
ENSMUSG00000026051.8,0,0,2.9742275864,5.9148451872,0.997449848,2.9823721464,0,1.9995241856
ENSMUSG00000073599.10,0,1.9930393839,0,0,0,0,0,0
ENSMUSG00000066839.12,323.8995840036,328.8514983474,385.6581770409,395.3088200145,352.0997963429,317.1255715658,323.5692547444,353.9157808499
ENSMUSG00000027699.19,1017.5430008238,1539.6229240808,1211.5020368741,1091.2889370475,782.0006808295,1367.9146911428,362.2784600666,724.8275172773
ENSMUSG00000071392.6,1.9932282093,0,2.9742275864,0,1.994899696,0,0,3.9990483712
ENSMUSG00000059327.9,0,0,3.9656367819,0,0,0,0,0
ENSMUSG00000034457.10,434.5237496172,564.0301456503,543.2922391219,570.7825605696,613.431656518,513.9621332273,689.8178897158,592.8589210282
ENSMUSG00000003227.4,1.9932282093,0,0,0,0,0,0,0
ENSMUSG00000095105.2,8.9695269416,8.9686772277,25.7766390824,19.7161506242,28.9260455919,21.8707290735,19.8508745242,30.9926248767
ENSMUSG00000038957.13,1030.4989841839,956.6589042832,1005.2889242147,1111.9908952029,1019.3937446527,1111.4306865535,1115.6191482598,1122.7328302102
ENSMUSG00000036270.16,2691.8546965964,2502.2609465158,2655.9852346855,2934.7490204069,2729.0227841193,2558.8753016,3108.6469504889,2884.3136377173
ENSMUSG00000030104.9,2491.5352615665,2838.0880827069,3015.866772644,3178.2434806153,2775.9029269751,2930.6776958496,2724.5325284458,2647.3700217246
ENSMUSG00000038312.10,1759.0238946659,1638.278373585,1445.4746070069,1427.4493051895,1669.7310455467,1343.0615899229,1728.0186273312,1495.6440908233
ENSMUSG00000043019.12,2158.6661506212,2116.6078257266,2506.2824461684,2719.8429786035,2422.8056807842,2030.0013076407,2487.3145778816,1986.5272783862
ENSMUSG00000015092.9,3361.5793749055,3447.9581341874,3639.4631565997,3207.8177065516,3222.7604588777,3316.3978267823,3594.9933763317,3684.1233119543
ENSMUSG00000034488.14,2659.9630452484,2886.917547613,4122.2794347975,3687.90597425,2825.775419375,2490.2807422331,2743.3908592437,2601.380965456
ENSMUSG00000021367.8,2.9898423139,9.9651969196,1.982818391,5.9148451872,2.992349544,7.9529923904,34.7390304173,1.9995241856
ENSMUSG00000028635.7,11.9593692555,1.9930393839,1.982818391,0,1.994899696,1.9882480976,1.9850874524,5.9985725568
ENSMUSG00000031616.7,300.9774595972,390.635719249,220.0928413961,386.4365522336,300.232404247,333.0315563465,448.6297642468,494.8822359342
ENSMUSG00000039990.16,1166.0385024131,1136.0324488363,1233.3130391746,1198.7419579492,1038.3452917647,1226.7490762138,1168.2239657489,1089.740681148
ENSMUSG00000036499.9,2824.4043725118,3159.9639432105,4005.2931497311,4005.335999299,3129.000173166,3366.1040292221,3096.7364257744,2905.308641666
ENSMUSG00000030619.10,1584.6164263563,1504.7447348621,1342.3680506772,1261.8336399465,1419.3711336995,1455.3976074368,1330.0085931211,1432.6590789771
ENSMUSG00000037742.14,511809.180202779,559438.182909752,391387.530781604,452000.639519219,559702.025555992,536197.705826762,511745.619796483,561781.316373628
ENSMUSG00000117822.1,1101.2585856124,1322.3816312332,681.0981172934,882.2977404314,1221.8760637961,994.1240487956,1003.4617071981,921.7806495582
ENSMUSG00000016349.10,1.9932282093,0,1.982818391,0,0,0,1.9850874524,1.9995241856
ENSMUSG00000021951.7,483.3578407439,536.1275942754,539.32660234,490.9321505417,476.7810273425,424.4909688357,411.905646377,541.8710542956
ENSMUSG00000030960.16,415.5880816293,574.9918622619,473.8935954385,433.7553137316,432.8932340306,425.4850928845,506.197300367,471.8877077999
ENSMUSG00000080115.3,68.7663732192,40.8573073704,63.4501885106,66.049104591,59.8469908798,40.7590860006,54.5899049415,41.9900078974
ENSMUSG00000115219.2,165.437941368,89.6867722766,157.634062081,136.0414393067,149.6174771995,129.2361263434,146.896471479,119.9714511356
ENSMUSG00000026694.19,590.9921640436,543.1032321191,701.9177103984,874.4112801817,681.2582461818,674.0161050834,546.8915931416,552.8684373163
ENSMUSG00000025967.16,29401.1127005892,34232.4444582677,27928.9884458104,32758.3842620492,29804.7989079926,30698.5506268096,27687.0072426209,32270.3208312787
ENSMUSG00000055762.16,8216.0866785417,9381.2363801273,8031.4058925672,8520.3344922327,8157.1448569179,8547.478571545,8041.5892697514,8568.960897357
ENSMUSG00000001707.8,675.7043629368,620.8317680921,666.2269793612,765.9724517488,581.5132613821,645.1865076684,587.5858859162,671.8401263591
ENSMUSG00000071644.10,54453.0014485879,59898.8056444328,49012.2963968453,54675.8431034016,51559.1800928029,53469.9560885227,47322.4997782283,49111.3132844322
ENSMUSG00000034994.10,380061.778641666,378130.393634552,289338.808063469,323592.30792663,406851.813399113,385341.36967012,376548.261218275,399757.872090876
ENSMUSG00000035064.17,1353.4019540829,1328.3607493849,1810.3131909428,1944.0124515426,1122.1310789964,1294.3495115319,1328.0235056686,1478.6481352457
ENSMUSG00000022544.14,557.1072844863,591.9326970252,470.919367852,514.5915312907,556.5770151822,566.6507078135,353.3455665307,562.8660582443
ENSMUSG00000033216.9,546.1445293354,656.7064770027,549.2406942948,560.9244852575,523.6611701983,666.0631126931,449.622307973,611.8544007913
ENSMUSG00000036611.5,70.7596014285,37.8677482945,19.8281839096,28.588418405,60.8444407278,52.6885745862,27.7912243339,60.9854876606
ENSMUSG00000068617.5,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000021176.6,55.8103898591,73.7424572052,66.424416097,55.2052217477,62.8393404238,100.4065289284,14.8881558931,48.988342547
ENSMUSG00000030321.15,5.9796846278,0,3.9656367819,10.8438828433,7.979598784,6.9588683416,1.9850874524,4.998810464
ENSMUSG00000034210.14,2610.1323400171,2650.7423806181,2732.3237427373,2662.6661417934,2953.4489999185,2676.1819393579,2658.0320987897,2724.3517028699
ENSMUSG00000026495.8,56.8070039637,21.9234332232,50.5618689694,55.2052217477,79.7959878397,63.6239391229,49.6271863105,46.9888183614
ENSMUSG00000050944.14,15.945825674,5.9791181518,11.8969103457,23.659380749,7.979598784,11.9294885855,4.962718631,7.9980967424
ENSMUSG00000022441.17,0,0,0,3.9432301248,0,0,0,0
ENSMUSG00000073791.12,364.7607622933,363.729687566,330.1392620942,386.4365522336,382.0232917828,361.8611537616,376.1740722335,467.8886594287
ENSMUSG00000044083.12,68.7663732192,35.8747089106,20.819593105,52.247799154,61.8418905758,45.7297062446,58.5600798464,49.9881046398
ENSMUSG00000044056.3,25.9119667203,23.9164726071,45.604822992,23.659380749,32.9158449839,19.8824809759,53.5973612153,32.9921490623
ENSMUSG00000068263.11,3.9864564185,1.9930393839,3.9656367819,0,0,0,0,0
ENSMUSG00000020467.15,50985.780978592,61104.5944717064,41569.787566392,46356.6133475354,54438.8178039697,51237.1534749276,54496.6058312723,57875.2277898845
ENSMUSG00000024909.15,9427.9694297676,8216.3048602241,10758.7725893271,10910.9177554126,9461.8092580977,8690.6324345715,9150.2606119277,9887.6470977553
ENSMUSG00000023931.5,6.9762987324,0,4.9570459774,3.9432301248,0,3.9764961952,0,0
ENSMUSG00000041809.5,321.9063557944,428.5034675435,231.9897517418,230.6789623027,351.1023464949,257.4781286381,376.1740722335,409.9024580465
ENSMUSG00000025038.7,3.9864564185,6.9756378437,0,0,1.994899696,0,6.9478060835,1.9995241856
ENSMUSG00000026255.15,0,0,2.9742275864,0,1.994899696,5.9647442928,0,1.9995241856
ENSMUSG00000040659.3,1235.801489737,1207.7818666576,1547.5897541411,1723.191564552,1297.6822522439,1207.8607192867,1191.0524714517,1477.6483731529
ENSMUSG00000038563.14,1077.3398471014,1081.2238657784,1116.3267541082,1157.3380416385,1122.1310789964,1084.5893372361,931.998558911,911.7830286302
ENSMUSG00000027954.9,1174.0114152501,1074.2482279347,1360.2134161958,1450.1228784073,1031.3631428287,1134.2955396758,1105.6937109977,1325.6845350479
ENSMUSG00000003070.6,17.9390538833,3.9860787678,5.9484551729,3.9432301248,0,0,2.9776311786,0.9997620928
ENSMUSG00000028039.11,566.0768114279,544.0997518111,609.716655219,538.2509120397,680.2607963338,588.521436887,722.5718326807,739.8239486693
ENSMUSG00000028040.7,714.5723130173,598.908334869,609.716655219,709.7814224699,627.39595439,541.7976065936,735.4749011214,734.8251382053
ENSMUSG00000048915.12,4148.9045175605,3799.7295854499,3311.3067128965,3170.3570203656,4936.3792977362,4241.927316211,4655.0300759237,4454.9398855003
ENSMUSG00000031217.8,1378.3173066986,1219.7401029611,1367.1532805641,1182.9690374499,1254.79190878,1114.4130586999,1673.4287223896,1766.5796179711
ENSMUSG00000001300.16,3403.4371672998,3971.1309724673,2777.9285657293,3038.2588111837,3530.9724619087,3407.8572392715,2888.3022432704,2540.3954777954
ENSMUSG00000003934.5,40.8611782897,37.8677482945,37.6735494282,41.4039163107,25.9336960479,31.8119695615,25.8061368815,52.9873909182
ENSMUSG00000015002.18,5146.5152362917,5174.926760357,5365.5065659269,5749.2295220063,5769.2499208135,5408.0348254483,5539.3865359766,5087.7892902403
ENSMUSG00000020658.10,0,0,3.9656367819,0,0,0,0,0
ENSMUSG00000022203.7,0,0,0,1.9716150624,0,5.9647442928,0,0
ENSMUSG00000020929.14,3207.1041886884,3627.3316787405,3569.0731037208,3904.7836311158,3303.5538965654,3706.0944539102,3105.6693193103,3481.1716071167
ENSMUSG00000028017.7,125.573377183,114.5997645756,100.1323287433,81.8220250903,90.7679361677,127.2478782458,136.9710342169,144.9655034555
ENSMUSG00000000402.2,46.8408629175,1.9930393839,19.8281839096,0,31.9183951359,11.9294885855,54.5899049415,32.9921490623
ENSMUSG00000026921.19,77.7359001609,90.6832919685,43.622004601,43.3755313732,110.7169331276,77.5416758061,79.4034980968,97.976685094
ENSMUSG00000015467.14,25.9119667203,10.9617166116,38.6649586236,15.7729204993,20.9464468079,18.8883569271,24.8135931552,34.9916732479
ENSMUSG00000042961.13,0,0,0,0,2.992349544,0,0,0
ENSMUSG00000020122.16,600.9583050898,442.454743231,531.3953287762,629.9310124421,695.2225440538,589.5155609358,875.423566517,673.8396505447
ENSMUSG00000085091.1,28.9018090342,23.9164726071,29.7422758643,13.8013054369,39.8979939199,30.8178455127,39.7017490484,37.9909595263
ENSMUSG00000031987.6,2018.1435618689,2342.8177958019,2064.1139449852,2267.3573217789,2124.5681762332,2186.0787833016,1997.9905208602,2152.4877857904
ENSMUSG00000058709.11,2768.5939826527,2636.7911049306,2773.9629289474,2820.3953467867,2727.0278844233,2534.0222003801,2902.1978554373,2912.3069763156
ENSMUSG00000035105.5,75.7426719516,210.2656550039,82.2869632247,112.3820585577,99.7449847997,130.2302503922,133.9934030383,127.9695478779
ENSMUSG00000038418.7,3301.7825286279,3695.0950177939,1983.8098001515,2043.5790121946,2236.2825592088,1569.7218730483,1688.3168782828,1339.681204347
ENSMUSG00000037868.15,184.3736093559,366.7192466419,118.9691034574,233.6363848963,209.4644680793,161.0480959049,139.9486653956,110.9735923004
ENSMUSG00000033730.4,766.3962464579,1206.7853469656,584.931425332,372.6352467967,695.2225440538,641.2100114732,559.7946615823,525.8748608108
ENSMUSG00000042302.14,1980.272225893,1936.2377614816,1710.1808621995,1582.2210875892,2067.7135348974,1826.2058776376,2059.5282318852,1882.5520207354
ENSMUSG00000024937.15,2847.3264969182,3473.8676461784,4748.8500463396,4266.5749950692,2719.0482856393,3101.6670322424,2299.723813628,2510.4026150115
ENSMUSG00000024772.9,5734.5175580214,5682.1552835655,6385.6666280737,6319.0262750447,6044.5460788607,6619.8720409302,5361.7212089851,5302.7381401915
ENSMUSG00000074364.6,15608.9701066617,15034.4925926259,14763.0743298627,15378.5974868482,17041.4306530254,17310.6820616786,17075.7222657125,17161.9160849411
ENSMUSG00000024065.8,233.2077004826,269.0603168297,270.6547103655,285.8841840504,372.0487933028,424.4909688357,322.5767110182,264.936954591
ENSMUSG00000027293.13,981.6648930572,1323.3781509251,1345.3422782636,1372.2440834418,1048.3197902446,1226.7490762138,933.9836463634,1172.7209348501
ENSMUSG00000022853.7,0,0,1.982818391,3.9432301248,2.992349544,0,0,0
ENSMUSG00000036893.17,2987.8490856705,2955.6774063584,2836.4217082625,2989.9542421545,3107.0562765101,2971.4367818502,3366.7083193035,3068.2698627918
ENSMUSG00000013787.15,13501.1312753765,12698.6504346677,12675.1665641861,12068.255797051,13650.1011698363,13502.1928307425,13254.428919805,13936.6835735803
ENSMUSG00000062762.17,2290.2192124319,2580.9860021808,2029.4146231434,1998.2318657591,2254.2366564728,2379.9329728168,2332.4777565929,2301.4523376171
ENSMUSG00000091337.3,4532.6009478418,4821.1622697106,4447.4616509143,4442.0487356242,4768.8077232727,4679.3418976811,4424.7599314431,5012.8071332806
ENSMUSG00000046058.7,889.9763954315,849.0347775514,762.3936713226,890.184200681,868.7788176052,747.5812846943,754.3332319194,960.7713711772
ENSMUSG00000070705.3,872.0373415483,831.097423096,838.7321793744,839.9080165894,934.610507573,1089.55995748,991.5511824835,1031.7544797658
ENSMUSG00000109864.1,46.8408629175,9.9651969196,78.3213264428,31.5458409987,20.9464468079,65.6121872205,32.7539429649,23.9942902271
ENSMUSG00000035530.13,10822.2325621402,11585.5379387465,11280.2538261485,12328.50898529,12832.1922944789,12223.7493039913,12167.5935396053,12136.1120444542
ENSMUSG00000057561.10,3824.0083194523,4214.281777306,4074.6917934145,4391.7725515326,3920.9753524755,4033.1612659639,3502.6868097942,3358.2008697027
ENSMUSG00000024841.8,657.7653090536,698.5603040651,896.2339127121,937.502962179,648.3424011979,741.6165404016,589.5709733686,565.8653445227
ENSMUSG00000067194.6,4461.8413464133,5415.0880061198,5094.8518555614,4809.7549447649,4671.0576381691,4787.7014189998,4197.467418141,4492.9308450265
ENSMUSG00000006941.5,1005.5836315682,916.7981166047,1059.816429966,1038.0553303623,1090.2126838605,1073.6539726993,962.7674144235,1021.7568588378
ENSMUSG00000074553.4,3.9864564185,0,0,0,1.994899696,0.9941240488,2.9776311786,1.9995241856
ENSMUSG00000114179.1,0,2.9895590759,0,0,1.994899696,0.9941240488,0,0
ENSMUSG00000027810.14,2903.1368867773,3578.5022138344,2891.9406232093,2877.5721835968,3229.7426078137,3118.5671410719,2790.0404143756,3104.2612981325
ENSMUSG00000029613.15,1349.4154976644,1313.4129540055,1528.7529794271,1543.7745938721,1432.3379817234,1530.9510351453,1562.2638250541,1395.6678815436
ENSMUSG00000024079.4,1812.8410563158,1703.0521535625,2400.2016622522,2303.8322004336,1867.22611545,1978.3068571033,1787.5712509038,1889.550355385
ENSMUSG00000031668.14,1371.3410079662,1133.0428897604,1633.8423541477,1666.0147277419,1516.1237689552,1387.7971721187,1354.8221862763,1208.7123701907
ENSMUSG00000005102.13,2024.1232464966,1787.7563273793,2062.1311265942,2409.3136062729,2088.6599817053,1978.3068571033,1863.9971178219,1628.6124491652
ENSMUSG00000029388.14,998.6073328358,976.5892981224,968.606783982,1013.4101420821,883.7405653252,924.53536538,824.8038364803,789.8120533091
ENSMUSG00000004788.11,1108.2348843448,1041.3630781,1143.0948023861,1203.6709956052,1016.4013951088,1120.3778029927,980.6332014952,1050.7499595289
ENSMUSG00000028683.14,512.2596497781,571.005783494,654.3300690155,680.2071965337,587.4979604701,507.9973889346,428.7788897226,519.8762882541
ENSMUSG00000029145.12,762.4097900393,755.361926507,882.3541839754,882.2977404314,752.0771853896,706.8221986937,733.489813669,735.8249002981
ENSMUSG00000003235.13,2233.4122084682,2362.7481896412,2355.5882484557,2579.8583091719,2206.3590637689,2198.0082718872,2066.4760379687,2142.4901648625
ENSMUSG00000026427.16,1155.0757472622,1235.6844180325,1234.3044483701,1292.393673414,1278.7307051319,1185.9899902132,1125.5445855219,1106.7366367255
ENSMUSG00000021116.10,2780.5533519082,3294.4941016253,3271.6503450774,3289.6397316418,2730.0202339673,3238.8561509762,2673.9127984091,2936.3012665427
ENSMUSG00000074656.12,4668.140466071,5195.8536738882,5514.2179452486,5430.8136894261,5060.0630788878,5603.8772630611,4921.0317945479,5192.7643099839
ENSMUSG00000035150.15,4259.5286831741,4628.833969162,4677.4685842651,4659.9122000213,4330.9272400021,4551.0998953865,4306.6472280241,4113.0212497639
ENSMUSG00000116120.1,0,0,0,0,1.994899696,0,1.9850874524,0
ENSMUSG00000069049.11,6.9762987324,1.9930393839,29.7422758643,8.8722677809,11.969398176,11.9294885855,15.8806996194,0
ENSMUSG00000024991.8,20382.7516678231,18856.1456112989,23426.0078799494,23322.2345733241,20181.4027745194,20417.319714165,19709.9333150731,18289.6477256154
ENSMUSG00000056076.13,8536.9964202314,8654.7735246872,9847.6675386829,10605.317420738,8470.3441091889,9696.6859719527,7611.8178363026,7490.2175992298
ENSMUSG00000030738.11,8371.5584788634,9833.6563202779,9151.6982834573,10254.3699396279,9257.3320392584,9698.6742200503,9436.1132050761,9475.7451155233
ENSMUSG00000016554.9,2568.2745476227,2846.0602402426,2635.1656415805,2806.5940413498,2749.9692309272,2826.294670726,2478.3816843457,2568.3888163937
ENSMUSG00000022336.3,12425.7846564844,13229.7954304833,12184.4190124245,12550.3156798119,13672.0450664922,13136.3551807857,12790.910999665,14884.4580375512
ENSMUSG00000031029.6,14317.3582270657,14622.9299598457,10915.4152422126,11958.8311610869,15600.1156226701,13961.4781412861,13441.0271403324,14934.446142191
ENSMUSG00000070319.6,2479.575892311,2544.1147735782,2672.8391910087,2667.5951794495,2472.6781731841,2690.099676041,2257.044433401,2573.3876268577
ENSMUSG00000022312.11,21162.1038976411,23371.3763355773,18000.0253530983,19229.1617037476,22418.6827835762,22349.8968650237,21028.0313834797,24838.0894334311
ENSMUSG00000028798.16,7080.943213372,8044.9034732067,6849.6461315574,7072.1832288878,6942.2509420578,7338.6237282095,6704.6328705468,7206.2851648757
ENSMUSG00000027236.8,995.617490522,1205.7888272736,1137.1463472133,965.1055730528,1109.1642309725,1161.1368889933,1046.1410874251,999.7620927963
ENSMUSG00000043424.10,662.7483795767,735.4315326677,782.2218552321,768.9298743424,766.0414832615,807.2287276221,613.3920227976,620.8522596265
ENSMUSG00000053565.10,4677.1099930126,5370.2446199815,4417.7193750499,4467.6797314357,4921.4175500162,4673.3771533883,4444.6108059672,5439.7055469046
ENSMUSG00000033047.5,6128.1801293489,7290.5380663917,5978.1974487323,6995.2902414535,7017.0596806575,7328.6824877215,6082.3079542133,6208.522596265
ENSMUSG00000027170.12,4330.2882846026,5108.1599409956,3709.8532094786,4057.583798453,4429.6747749538,4992.4909730517,4183.5718059741,4954.8209318984
ENSMUSG00000081629.1,3.9864564185,1.9930393839,5.9484551729,5.9148451872,1.994899696,10.9353645368,0,6.9983346496
ENSMUSG00000091697.2,278.0553351908,253.1160017583,258.7578000198,228.7073472403,263.3267598712,190.8718173688,217.3670760399,247.9409990135
ENSMUSG00000116545.1,0,0,1.982818391,1.9716150624,3.989799392,7.9529923904,6.9478060835,3.9990483712
ENSMUSG00000106885.1,0,0.996519692,0.9914091955,0.9858075312,0.997449848,1.9882480976,0,0
ENSMUSG00000059796.16,19271.5269411645,22678.795149664,22693.3564844911,23476.0205481926,19436.3077380658,22100.371728776,17225.5963683701,18090.6950691489
ENSMUSG00000022884.15,27538.4409390421,25760.0340372095,23353.6350086795,21061.7779042636,26314.7218898518,22643.1634594184,28854.2386646435,28097.313855947
ENSMUSG00000025580.15,2655.9765888299,2891.9001460728,2818.5763427439,3469.0567023217,2849.7142157269,3121.5495132183,2507.1654524058,2682.3616949725
ENSMUSG00000101188.1,3347.6267774407,4007.0056813779,4061.8034738733,4543.5869113387,3513.0183646448,4198.185858064,3051.0794143688,3384.1946841155
ENSMUSG00000058655.9,35366.844730884,39307.7192494285,32485.5051082272,35084.8900357006,36835.8228865221,38314.534964633,34224.8927671645,38273.8921985204
ENSMUSG00000028156.12,2844.3366546043,4012.9847995297,2855.2584829766,3058.9607693391,2757.9488297112,3272.6563686353,2521.0610645728,2729.3505133339
ENSMUSG00000074895.10,0,0,0,0,0,1.9882480976,0,0
ENSMUSG00000026254.17,2558.3084065765,2642.7702230824,2941.5110829832,2990.9400496857,2629.2777993196,2945.5895565815,2635.2035930869,2629.3743040543
ENSMUSG00000031490.6,2142.7203249472,2766.3386648856,2825.5162071123,2894.3309116273,2508.586367712,2711.9704051145,2341.4106501288,2783.3376663449
ENSMUSG00000020091.15,7044.0684915008,6754.4104721163,6653.3471108528,7578.8882999288,7667.3969815515,7766.0970691916,7405.3687412509,7470.2223573739
ENSMUSG00000090264.1,22.9221244064,11.9582363035,4.9570459774,0,5.984699088,8.9471164392,12.9030684407,3.9990483712
ENSMUSG00000020454.17,2190.5578019693,2467.3827572971,2210.8425059159,2516.7666271746,2271.1933038887,2121.4607201299,1913.6243041324,2116.4963504498
ENSMUSG00000045983.16,24563.5478367317,23345.4668235863,27580.0124090021,28136.918555745,23106.923178694,23778.4531231431,22901.9539385637,19861.2737354911
ENSMUSG00000005610.17,41479.0790345589,46334.1795974504,37063.8327729446,40817.3608296764,43918.7142571474,45709.8237636238,42015.3684741848,43872.5599181797
ENSMUSG00000028760.16,2347.0262163956,2066.7818411285,2538.0075404237,2914.0470622515,2551.4767111758,2255.6674667173,2240.1711900554,2026.5177620981
ENSMUSG00000040731.13,12221.4787650359,13474.9392747059,12619.6476492393,12494.124650533,12439.1970543682,13855.1068680649,12198.3623951178,12974.9124403103
